id,igbo,english,corrected_english,domain,source,verified,review_notes
MON084,Ọmụmụ ihe chọrọ mgbalị.,learning to want to want to want to want.,studying requires effort.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON085,Ụmụ akwụkwọ na-akwadebe maka ule.,the students are an for an for an for an for an for an for an for an examination.,the students are preparing for an examination.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON086,Onye nkuzi nyere ụmụ akwụkwọ ọrụ ụlọ.,the teacher gave them homework.,,education,iterative_back_translation_round_2,yes,Accepted original translation.
MON087,Ụlọ akwụkwọ ahụ nwere nnukwu ọbá akwụkwọ.,the school has a book.,the school has a large library.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON088,Ọ na-agụ akwụkwọ kwa mgbede.,he has a book.,he/she reads every evening.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON089,Ụmụ akwụkwọ na-ajụ ajụjụ n'oge klaasị.,the students are in the classroom.,the students ask questions during class.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON090,Agụmakwụkwọ dị mkpa maka ọdịnihu.,education is important for community.,education is important for the future.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON091,Onye nkuzi dere ihe n'elu bọọdụ.,the teacher explained the topic.,the teacher wrote something on the board.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON092,Ụmụ akwụkwọ bịara klaasị n'oge.,the students are in the classroom.,the students came to class on time.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON093,Akwụkwọ kọmputa dị n'elu tebụl.,computer hardware is not working.,the computer book is on the table.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON094,Ọ na-amụ sayensị na mgbakọ na mwepụ.,he is learning a bank.,he/she studies science and mathematics.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON095,Ule ahụ ga-amalite n'izu na-abịa.,the examination was difficult.,the examination will begin next week.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON096,Ụmụ akwụkwọ na-arụ ọrụ ọnụ.,the students work together.,,education,iterative_back_translation_round_2,yes,Accepted original translation.
MON097,Ọgụgụ na-enyere mmadụ aka ịmụ ihe.,people help one another.,reading helps people learn.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON098,Onye nkuzi jụrụ ajụjụ dị mkpa.,the teacher explained it is important to study.,the teacher asked an important question.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON099,Ụmụ akwụkwọ ahụ gafere ule ha.,the students wrote their examination.,the students passed their examination.,education,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON100,Ọ chọrọ ịga mahadum n'ọdịnihu.,he wants to go to university.,,education,iterative_back_translation_round_2,yes,Accepted original translation.
MON101,Ụtụtụ a dị jụụ nke ukwuu.,this is a person morning.,this morning is very quiet.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON102,Anyanwụ na-enwu taa.,the family is today.,the sun is shining today.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON103,E nwere ọtụtụ mmadụ n'okporo ụzọ.,many people depend on small businesses.,there are many people on the road.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON104,Nwa ahụ na-egwu egwu n'èzí.,the student has a fever.,the child is playing outside.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON105,Nne m na-esi nri n'ọnụ ụlọ.,i am going home.,my mother is cooking in the kitchen.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON106,Anyị gara njem n'ụtụtụ.,we went to the morning.,we went on a journey in the morning.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON107,Ụlọ ahụ dị nso n'ahịa.,the price of the product is at home.,the house is near the market.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON108,Ọtụtụ mmadụ nọ n'ụlọ.,many people depend on small businesses.,many people are at home.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON109,Akwụkwọ ahụ dị n'elu tebụl.,the students are sitting on the morning.,the book is on the table.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON110,Ọ na-ehi ụra ugbu a.,he wants to university.,he/she is sleeping now.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON111,Ụbọchị taa dị ọkụ.,it is hot today.,,general,iterative_back_translation_round_2,yes,Accepted original translation.
MON112,Ndị enyi ahụ na-akparịta ụka.,the people respect others.,the friends are chatting.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON113,Ọ zụtara uwe ọhụrụ.,he has a new application.,he bought new clothes.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON114,Anyị na-echere ụgbọ ala.,we will move forward.,we are waiting for the vehicle.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON115,Ọtụtụ ụmụaka na-egwu bọl.,the children are playing.,,general,iterative_back_translation_round_2,yes,Accepted original translation.
MON116,Nne na nna ya nọ n'ụlọ.,the mother is at home.,,general,iterative_back_translation_round_2,yes,Accepted original translation.
MON117,A na-anụ egwu n'ebe dị anya.,this place of worship.,music can be heard from far away.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON118,Ọ gara ịzụ nri.,he went to a family.,he/she went to buy food.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON119,Ha biri n'obodo ahụ ogologo oge.,they read the product the product on time.,they lived in that town for a long time.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON120,Anyị ga-ahụ ibe anyị echi.,we will plant crops tomorrow.,we will see each other tomorrow.,general,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON121,Gọọmenti na-arụ ọrụ maka ụmụ amaala.,the government works to improve their.,the government works for the citizens.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON122,Ndị obodo chọrọ ezi ọchịchị.,good behavior helps the community.,the people of the community want good governance.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON123,A họpụtara onye isi ọhụrụ.,the patient has a new promise.,a new leader was elected.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON124,Ụlọ ọrụ gọọmenti na-enye ọrụ dị iche iche.,the government provides different services.,,government,iterative_back_translation_round_2,yes,Accepted original translation.
MON125,Ndị mmadụ gara votu n'ụbọchị ntuli aka.,people use technology at the market.,people went to vote on election day.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON126,Iwu obodo kwesịrị ichebe ụmụ amaala.,the students are learning new things.,the law of the land should protect citizens.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON127,Gọọmenti kwupụtara atụmatụ ọhụrụ.,the government supports new to new.,the government announced a new plan.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON128,Ndị isi obodo nwere nzukọ.,the community has a community.,the local leaders held a meeting.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON129,Ụlọ ọgwụ ọha na-enyere ọtụtụ mmadụ aka.,many people help one another.,public hospitals help many people.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON130,Ọrụ gọọmenti chọrọ ndị ọrụ nwere ahụmahụ.,the government provides jobs.,government work requires experienced workers.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON131,Ndị mmadụ na-atụ anya mgbanwe dị mma.,people seek is good.,people expect positive changes.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON132,Onye isi ahụ kwuru okwu n'ihu ọha.,the teacher explained the patient.,the leader gave a speech in public.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON133,A na-eme nzukọ maka mmepe obodo.,this development.,a meeting is held for community development.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON134,Obodo chọrọ ezigbo okporo ụzọ.,good planning.,the town needs good roads.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON135,Ndị ọrụ na-arụ ọrụ n'ụlọ ọrụ ọha.,the company provides work on time.,workers work in public offices.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON136,Iwu ọhụrụ malitere ịrụ ọrụ.,the new law came into effect.,,government,iterative_back_translation_round_2,yes,Accepted original translation.
MON137,Ndị obodo kwuru echiche ha.,they listen to community.,the community expressed their opinions.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON138,Gọọmenti na-akwado agụmakwụkwọ.,the government supports education.,,government,iterative_back_translation_round_2,yes,Accepted original translation.
MON139,Ndị ọchịchị kwesịrị ige ntị n'ọnụ ndị mmadụ.,people should listen to the morning.,leaders should listen to the people's voices.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON140,Mmepe obodo chọrọ nkwado onye ọ bụla.,the community needs electricity.,community development requires everyone's support.,government,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON141,Ahụ ike dị mkpa maka mmadụ niile.,the company is important for community.,,health,iterative_back_translation_round_2,yes,Accepted original translation.
MON142,Ọ gara ụlọ ọgwụ n'ụtụtụ.,he went to the morning.,he went to the hospital in the morning.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON143,Dọkịta nyochara onye ọrịa ahụ.,the doctor examines the patient.,,health,iterative_back_translation_round_2,yes,Accepted original translation.
MON144,Ọ na-enwe ahụ ọkụ.,he has a fever.,,health,iterative_back_translation_round_2,yes,Accepted original translation.
MON145,Ndị mmadụ kwesịrị ịṅụ mmiri zuru oke.,people should use technology responsibly.,people should drink enough water.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON146,Ịsa aka na-enyere aka igbochi ọrịa.,cleanliness helps prevent germs.,,health,iterative_back_translation_round_2,yes,Accepted original translation.
MON147,Ọgwụ ahụ dị n'elu tebụl.,the hospital is nearby.,the medicine is on the table.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON148,Onye ọrịa ahụ na-agbake nke ọma.,the patient is good.,the patient is recovering well.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON149,Dọkịta nyere ya ndụmọdụ.,the doctor gave advice.,,health,iterative_back_translation_round_2,yes,Accepted original translation.
MON150,Ezinụlọ ahụ gara ụlọ ọgwụ.,the family went to the hospital.,,health,iterative_back_translation_round_2,yes,Accepted original translation.
MON151,Ọ dị mkpa iri nri na-edozi ahụ.,he is important to use public money.,it is important to eat a balanced diet.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON152,Ụra zuru oke na-enyere ahụ aka.,the farmer helps the body.,enough sleep helps the body.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON153,Ọ na-enwe mgbu n'afọ.,he has pain in his body.,,health,iterative_back_translation_round_2,yes,Accepted original translation.
MON154,Nọọsụ nyere onye ọrịa aka.,the patient gave a speech.,the nurse helped the patient.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON155,A ga-eme nyocha ahụ echi.,the student is not working.,the examination will be conducted tomorrow.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON156,Ọrịa nwere ike imetụta ọtụtụ mmadụ.,many people can affect a many people.,disease can affect many people.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON157,Ọ na-agbaso ndụmọdụ dọkịta.,the doctor tested his advice.,he/she follows the doctor's advice.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON158,Ahụ ya adịghị ya mma taa.,the doctor gave him advice.,he/she is not feeling well today.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON159,A na-enye ụmụaka ọgwụ mgbochi.,children learned about to learn.,children are given vaccinations.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON160,Ịdị ọcha dị mkpa maka ahụ ike.,the family is important for an important for community.,cleanliness is important for good health.,health,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON161,Ndị mmadụ gara ụlọ ekpere n'ụtụtụ.,people went to the morning.,people went to the place of worship in the morning.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON162,Ọ na-ekpe ekpere kwa ụbọchị.,he uses the day.,he/she prays every day.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON163,Ezinụlọ ahụ gara ụka ọnụ.,the family went to the family.,the family went to church together.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON164,Ndị mmadụ na-ekele Chineke maka ndụ.,people speak the program.,people thank God for life.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON165,Onye ụkọchukwu kwuru okwu n'ihu ọha.,the teacher gave in the patient.,the priest gave a speech in public.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON166,Ekpere na-enye ọtụtụ mmadụ olileanya.,many people seek a person.,prayer gives many people hope.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
