id,igbo,english,domain,source
MON111,Ụbọchị taa dị ọkụ.,the business is good.,general,baseline_model_round_1
MON112,Ndị enyi ahụ na-akparịta ụka.,the people welcomed the file.,general,baseline_model_round_1
MON113,Ọ zụtara uwe ọhụrụ.,he received a new email.,general,baseline_model_round_1
MON114,Anyị na-echere ụgbọ ala.,we will plant crops tomorrow.,general,baseline_model_round_1
MON115,Ọtụtụ ụmụaka na-egwu bọl.,the children are many traditions.,general,baseline_model_round_1
MON116,Nne na nna ya nọ n'ụlọ.,the children are in the bank.,general,baseline_model_round_1
MON117,A na-anụ egwu n'ebe dị anya.,come here.,general,baseline_model_round_1
MON118,Ọ gara ịzụ nri.,he went to a food.,general,baseline_model_round_1
MON119,Ha biri n'obodo ahụ ogologo oge.,they irrigate during the town.,general,baseline_model_round_1
MON120,Anyị ga-ahụ ibe anyị echi.,we will plant crops tomorrow.,general,baseline_model_round_1
MON121,Gọọmenti na-arụ ọrụ maka ụmụ amaala.,the government builds schools.,government,baseline_model_round_1
MON122,Ndị obodo chọrọ ezi ọchịchị.,the community want to know.,government,baseline_model_round_1
MON123,A họpụtara onye isi ọhụrụ.,the new leader made a new law.,government,baseline_model_round_1
MON124,Ụlọ ọrụ gọọmenti na-enye ọrụ dị iche iche.,the government provides different services.,government,baseline_model_round_1
MON125,Ndị mmadụ gara votu n'ụbọchị ntuli aka.,people have a good day.,government,baseline_model_round_1
MON126,Iwu obodo kwesịrị ichebe ụmụ amaala.,the students should learn.,government,baseline_model_round_1
MON127,Gọọmenti kwupụtara atụmatụ ọhụrụ.,the government supports new law.,government,baseline_model_round_1
MON128,Ndị isi obodo nwere nzukọ.,the community prepared the community.,government,baseline_model_round_1
MON129,Ụlọ ọgwụ ọha na-enyere ọtụtụ mmadụ aka.,many people help.,government,baseline_model_round_1
MON130,Ọrụ gọọmenti chọrọ ndị ọrụ nwere ahụmahụ.,the government supports requires their work.,government,baseline_model_round_1
MON131,Ndị mmadụ na-atụ anya mgbanwe dị mma.,people seek a good life.,government,baseline_model_round_1
MON132,Onye isi ahụ kwuru okwu n'ihu ọha.,the leader gave a promise.,government,baseline_model_round_1
MON133,A na-eme nzukọ maka mmepe obodo.,this community development.,government,baseline_model_round_1
MON134,Obodo chọrọ ezigbo okporo ụzọ.,good governance help a community.,government,baseline_model_round_1
MON135,Ndị ọrụ na-arụ ọrụ n'ụlọ ọrụ ọha.,the company work on the work.,government,baseline_model_round_1
MON136,Iwu ọhụrụ malitere ịrụ ọrụ.,a new law.,government,baseline_model_round_1
MON137,Ndị obodo kwuru echiche ha.,they have an idea.,government,baseline_model_round_1
MON138,Gọọmenti na-akwado agụmakwụkwọ.,the government supports education.,government,baseline_model_round_1
MON139,Ndị ọchịchị kwesịrị ige ntị n'ọnụ ndị mmadụ.,people should at the government together.,government,baseline_model_round_1
MON140,Mmepe obodo chọrọ nkwado onye ọ bụla.,he needs to the community.,government,baseline_model_round_1
MON141,Ahụ ike dị mkpa maka mmadụ niile.,people can is important in the body.,health,baseline_model_round_1
MON142,Ọ gara ụlọ ọgwụ n'ụtụtụ.,he went to the hospital in the hospital.,health,baseline_model_round_1
MON143,Dọkịta nyochara onye ọrịa ahụ.,the patient should the doctor the patient.,health,baseline_model_round_1
MON144,Ọ na-enwe ahụ ọkụ.,he has a fever.,health,baseline_model_round_1
MON145,Ndị mmadụ kwesịrị ịṅụ mmiri zuru oke.,people should tell the truth.,health,baseline_model_round_1
MON146,Ịsa aka na-enyere aka igbochi ọrịa.,help the body.,health,baseline_model_round_1
MON147,Ọgwụ ahụ dị n'elu tebụl.,the hospital is on the hospital.,health,baseline_model_round_1
MON148,Onye ọrịa ahụ na-agbake nke ọma.,the patient is a good.,health,baseline_model_round_1
MON149,Dọkịta nyere ya ndụmọdụ.,the doctor gave advice.,health,baseline_model_round_1
MON150,Ezinụlọ ahụ gara ụlọ ọgwụ.,the family went to the hospital.,health,baseline_model_round_1
MON151,Ọ dị mkpa iri nri na-edozi ahụ.,it is important to eat an important to eat different foods.,health,baseline_model_round_1
MON152,Ụra zuru oke na-enyere ahụ aka.,the body helps the body.,health,baseline_model_round_1
MON153,Ọ na-enwe mgbu n'afọ.,he has stomach pain.,health,baseline_model_round_1
MON154,Nọọsụ nyere onye ọrịa aka.,the patient gave a person.,health,baseline_model_round_1
MON155,A ga-eme nyocha ahụ echi.,the market research was helpful.,health,baseline_model_round_1
MON156,Ọrịa nwere ike imetụta ọtụtụ mmadụ.,many people can affect a person.,health,baseline_model_round_1
MON157,Ọ na-agbaso ndụmọdụ dọkịta.,he does not always his medicine.,health,baseline_model_round_1
MON158,Ahụ ya adịghị ya mma taa.,the doctor is good.,health,baseline_model_round_1
MON159,A na-enye ụmụaka ọgwụ mgbochi.,children this soil.,health,baseline_model_round_1
MON160,Ịdị ọcha dị mkpa maka ahụ ike.,healthy food is important for the body.,health,baseline_model_round_1
MON161,Ndị mmadụ gara ụlọ ekpere n'ụtụtụ.,people go to worship in the morning.,religion,baseline_model_round_1
MON162,Ọ na-ekpe ekpere kwa ụbọchị.,he is every day.,religion,baseline_model_round_1
MON163,Ezinụlọ ahụ gara ụka ọnụ.,the family went to the family.,religion,baseline_model_round_1
MON164,Ndị mmadụ na-ekele Chineke maka ndụ.,people seek a good for the celebration.,religion,baseline_model_round_1
MON165,Onye ụkọchukwu kwuru okwu n'ihu ọha.,the patient gave a person in the farm.,religion,baseline_model_round_1
MON166,Ekpere na-enye ọtụtụ mmadụ olileanya.,many people seek a good quality.,religion,baseline_model_round_1
MON167,Ndị kwere ekwe gbakọtara maka emume.,people ask for celebrations.,religion,baseline_model_round_1
MON168,Ọ na-agụ akwụkwọ nsọ n'ụlọ.,he returned home.,religion,baseline_model_round_1
MON169,Ụlọ ekpere ahụ jupụtara na ndị mmadụ.,people seek a person ' s care.,religion,baseline_model_round_1
MON170,Ha na-ekpe ekpere maka ezinụlọ ha.,they pray for their family.,religion,baseline_model_round_1
MON171,Ndị mmadụ na-enyere ndị nọ na mkpa aka.,people help one another.,religion,baseline_model_round_1
MON172,Okwukwe bụ ihe dị mkpa nye ọtụtụ mmadụ.,many people are an important part.,religion,baseline_model_round_1
MON173,Ezinụlọ ahụ na-ekpe ekpere ọnụ.,the family is the family.,religion,baseline_model_round_1
MON174,A na-eme emume okpukpe kwa afọ.,this soil for planting.,religion,baseline_model_round_1
MON175,Ọ gara n'ụlọ ekpere n'ehihie.,he went to a place in a place in a place in a place in a place.,religion,baseline_model_round_1
MON176,Ndị mmadụ na-ege ntị n'okwu onye ndu.,people gave the farm.,religion,baseline_model_round_1
MON177,Ọtụtụ mmadụ na-achọ udo na olileanya.,many people seek a good life.,religion,baseline_model_round_1
MON178,Ha nyere ndị ogbenye nri.,they gave the food.,religion,baseline_model_round_1
MON179,Ndị mmadụ gbakọtara n'udo.,people seek a peace.,religion,baseline_model_round_1
MON180,Ọ na-akwanyere nkwenkwe ndị ọzọ ùgwù.,he uses the igbo people respect.,religion,baseline_model_round_1
MON181,Kọmputa dị mkpa n'oge a.,this computer is important to a computer during the body.,technology,baseline_model_round_1
MON182,Ọ na-eji ekwentị ya kwa ụbọchị.,he uses the phone.,technology,baseline_model_round_1
MON183,Ịntanetị na-enyere ndị mmadụ aka ịkparịta ụka.,technology helps people.,technology,baseline_model_round_1
MON184,Onye mmemme na-ede koodu ọhụrụ.,the programmer checked the code.,technology,baseline_model_round_1
MON185,A na-echekwa data n'ime nchekwa kọmputa.,a database in a database.,technology,baseline_model_round_1
MON186,Ụlọ ọrụ ahụ mepụtara ngwa ọhụrụ.,the company new employee.,technology,baseline_model_round_1
MON187,Ọ na-amụ banyere ọgụgụ isi mmadụ.,he is learning a person.,technology,baseline_model_round_1
MON188,Ekwentị ahụ nwere batrị ọhụrụ.,the new has a new phone.,technology,baseline_model_round_1
MON189,Ndị ọrụ na-eji ngwanrọ arụ ọrụ.,the work uses jobs.,technology,baseline_model_round_1
MON190,Teknụzụ na-agbanwe ndụ mmadụ.,people seek a person ' s ' s '.,technology,baseline_model_round_1
MON191,Ọ na-amụta otú e si emepụta weebụsaịtị.,he learned how to a person achieve.,technology,baseline_model_round_1
MON192,Kọmputa ahụ anaghị arụ ọrụ nke ọma.,the computer is not working.,technology,baseline_model_round_1
MON193,Onye mmemme chọtara njehie na koodu ahụ.,the programmer checked the code.,technology,baseline_model_round_1
MON194,A na-eji paswọọdụ echekwa akaụntụ.,a good governance is a person.,technology,baseline_model_round_1
MON195,Ọtụtụ mmadụ na-eji ngwa mkpanaka.,many people use music for many people.,technology,baseline_model_round_1
MON196,Sistemụ ahụ na-arụ ọrụ ngwa ngwa.,the student works on time.,technology,baseline_model_round_1
MON197,A na-eji nchekwa data echekwa ozi.,a database contains a database.,technology,baseline_model_round_1
MON198,Ọ mụtara asụsụ mmemme ọhụrụ.,he learned a new.,technology,baseline_model_round_1
MON199,Teknụzụ nwere ike ime ka ọrụ dị mfe.,hard work is a person.,technology,baseline_model_round_1
MON200,Ndị ọrụ kwesịrị ichekwa ozi nkeonwe ha.,they should work.,technology,baseline_model_round_1
