id,igbo,english,domain
HEA090,Ọ chọrọ nkwado nke ezinụlọ ya.,He needs the support of his family.,health
HEA091,Ezinụlọ na-elekọta onye ọrịa.,The family takes care of the patient.,health
HEA092,Ndị enyi nyere ya nkwado.,His friends gave him support.,health
HEA093,Ọrịa nwere ike imetụta ezinụlọ.,Illness can affect a family.,health
HEA094,Ọ dị mkpa ịchọ enyemaka n'oge.,It is important to seek help early.,health
HEA095,Onye ọrịa gara ụlọ ọgwụ n'oge.,The patient went to the hospital early.,health
HEA096,Dọkịta gwara ya ka ọ zuru ike.,The doctor told him to rest.,health
HEA097,Ọ gbakere mgbe ọ nwetara ọgwụgwọ.,He recovered after receiving treatment.,health
HEA098,Ọrịa ahụ kwụsịrị mgbe ọgwụgwọ gasịrị.,The illness stopped after treatment.,health
HEA099,Nlekọta ahụike na-enyere ndị mmadụ aka ibi ndụ ogologo.,Healthcare helps people live longer lives.,health
HEA100,Ịchekwa ahụike bụ ọrụ onye ọ bụla.,Protecting health is everyone's responsibility.,health
