id,igbo,english,domain
PAR00033,Nwa akwụkwọ ahụ na-akwadebe maka ule.,The student is preparing for an examination.,education
PAR00034,Nri ahụ na-atọ ụtọ.,The food is delicious.,culture
PAR00035,Mepee ụzọ.,Open the door.,general
PAR00036,Ị maara ebe a?,Do you know this place?,general
PAR00037,Ụzụ ọhụrụ na-apụta kwa afọ.,New technology appears every year.,technology
PAR00038,Ezinụlọ ya na-akwado ya.,His family supports him.,religion
PAR00039,Ọ mepere faịlụ ahụ.,He opened the file.,technology
PAR00040,Ụmụ akwụkwọ na-agụ akwụkwọ n'ọbá akwụkwọ.,The students read books in the library.,education
PAR00041,Ịchekwa omenala na-enyere ọgbọ na-abịa aka.,Preserving culture helps future generations.,culture
PAR00042,Omenala anyị bụ ihe anyị kwesịrị iji kpọrọ ihe.,Our culture is something we should value.,culture
PAR00043,Obodo dị iche iche nwere omenala dị iche iche.,Different communities have different cultures.,culture
PAR00044,Egwu ahụ na-atọ ụtọ.,The music is enjoyable.,culture
PAR00045,Ndị mmadụ debara aha ha.,People registered their names.,government
PAR00046,Anyị zutere taa.,We met today.,general
PAR00047,Ụra zuru oke dị mkpa.,Adequate sleep is important.,health
PAR00048,Ọrụ ndị ahịa dị mkpa.,Customer service is important.,business
PAR00049,Ndị obodo nwere ikike.,The citizens have rights.,government
PAR00050,"Ee, achọrọ m enyemaka.","Yes, I need help.",daily_conversation
PAR00051,Ọ chọtara ozi ahụ n'ịntanetị.,He found the information online.,technology
PAR00052,Ndị mmadụ chọrọ ibi n'udo.,People want to live in peace.,government
PAR00053,Anyị chọrọ ịzụtakwu nri.,We want to buy more food.,agriculture
PAR00054,Nne na-ekpe ekpere maka ụmụ ya.,The mother prays for her children.,religion
PAR00055,Anọ m na-aga ahịa.,I am going to the market.,daily_conversation
PAR00056,Kedu ebe ị bi?,Where do you live?,daily_conversation
PAR00057,Ọrịa shuga chọrọ nlekọta mgbe niile.,Diabetes requires regular care.,health
PAR00058,Ụlọ nkwakọba ihe ahụ jupụtara n'ọka.,The warehouse is full of maize.,agriculture
PAR00059,Ka anyị kwuo okwu.,Let us talk.,daily_conversation
PAR00060,Ịrụkọ ọrụ ọnụ bụ omenala dị mma.,Working together is a good tradition.,culture
PAR00061,Asụsụ bụ akụkụ dị mkpa nke omenala.,Language is an important part of culture.,culture
PAR00062,Ụmụaka nọdụrụ gee akụkọ ahụ ntị.,The children sat and listened to the story.,culture
PAR00063,Ụmụaka na-abịa n'ụlọ akwụkwọ n'oge.,The children come to school on time.,education
PAR00064,Ọ bịara n'ụtụtụ.,He came in the morning.,general
PAR00065,Ndị mmadụ na-ahọpụta ndị isi.,People elect leaders.,government
PAR00066,Ha na-amụ Bekee n'ụlọ akwụkwọ.,They study English at school.,education
PAR00067,Onye nkuzi dere n'elu bọọdụ.,The teacher wrote on the board.,education
PAR00068,Ha ji igwe ewe ihe ubi.,They used a machine to harvest the crops.,agriculture
PAR00069,Ụgwọ ọnwa ya dị mma.,His salary is good.,business
PAR00070,Ụzụ na-eme ka ọrụ dị mfe.,Technology makes work easier.,technology
PAR00071,"Mba, aghọtaghị m.","No, I do not understand.",daily_conversation
PAR00072,Omume ahụike dị mkpa.,Healthy habits are important.,health
PAR00073,Dọkịta nyere onye ọrịa ọgwụ.,The doctor gave the patient medicine.,health
PAR00074,Gọọmenti na-enye ọrụ ọha.,The government provides public services.,government
PAR00075,Ụmụ akwụkwọ nọ ọdụ n'oche.,The students are sitting on chairs.,education
PAR00076,Ọrụ ugbo bụ isi iyi nke ego.,Farming is a source of income.,agriculture
PAR00077,Ịhụnanya na-eme ka ndị mmadụ dịrị n'otu.,Love brings people together.,religion
PAR00078,Ọ sere foto site na ekwentị ya.,He took a photo with his phone.,technology
PAR00079,Onye isi ahụ na-ege ndị mmadụ ntị.,The leader listens to the people.,government
PAR00080,Ndị mmadụ na-eji egwu eme emume.,People use music for celebrations.,culture
PAR00081,Ụmụ akwụkwọ dere ule ha.,The students wrote their examination.,education
PAR00082,Ndị ọrụ ahụike na-arụsi ọrụ ike.,Health workers work hard.,health
PAR00083,Atụla egwu.,Do not be afraid.,daily_conversation
PAR00084,Ụmụ akwụkwọ na-eji kọmputa amụ ihe.,Students use computers to learn.,education
PAR00085,Ọ nwere ekwentị ọhụrụ.,He has a new phone.,technology
PAR00086,Onye nkuzi nyochara ọrụ ụmụ akwụkwọ.,The teacher checked the students' work.,education
PAR00087,Ọ dị mkpa ịkpachara anya n'oge ọrịa.,It is important to be careful during an outbreak.,health
PAR00088,Ha na-amụ mgbakọ na mwepụ.,They study mathematics.,education
PAR00089,Ndị agbata obi nyere onye ọrụ ugbo aka.,The neighbors helped the farmer.,agriculture
PAR00090,Ehihie ọma.,Good afternoon.,daily_conversation
PAR00091,Gọọmenti na-eji ego ọha arụ ọrụ.,The government uses public money for projects.,government
PAR00092,Daalụ.,Thank you.,daily_conversation
PAR00093,Ụlọ ahịa ahụ mechiri n'abalị.,The shop closed at night.,business
PAR00094,Ọ dị mkpa iji teknụzụ mee ihe nke ọma.,It is important to use technology properly.,technology
PAR00095,Obodo ahụ nwere akụkọ ogologo.,The town has a long history.,culture
PAR00096,Olileanya dị mkpa n'oge nsogbu.,Hope is important during difficult times.,religion
PAR00097,Ị ma azịza ya?,Do you know the answer?,daily_conversation
PAR00098,Ọ na-amụ nkà dijitalụ.,He is learning digital skills.,technology
PAR00099,Abịala ebe a.,Come here.,general
PAR00100,Gọọmenti na-echekwa gburugburu ebe obibi.,The government protects the environment.,government
PAR00101,Mmepe chọrọ nkwado nke ndị mmadụ.,Development requires the support of the people.,government
PAR00102,Enwere m obi ụtọ.,I am happy.,daily_conversation
PAR00103,Lee nke a.,Look at this.,general
PAR00104,Ọ na-echekwa data n'ime nchekwa.,He stores data in a database.,technology
PAR00105,Ndị mmadụ na-arịọ maka enyemaka.,People ask for help.,religion
PAR00106,Ị nwere ike ịgwa m?,Can you tell me?,general
PAR00107,Ha ji ọgwụ chebe ihe ọkụkụ.,They used chemicals to protect the crops.,agriculture
PAR00108,Ụlọ akwụkwọ ahụ na-akụzi akụkọ ọdịnala.,The school teaches traditional history.,culture
PAR00109,Ezinụlọ bụ isi obodo.,The family is the foundation of the community.,culture
PAR00110,Ndị mmadụ na-ezukọ n'ebe ofufe.,People gather at the place of worship.,religion
PAR00111,Onye ọrụ ugbo rụziri igwe ya.,The farmer repaired his machine.,agriculture
PAR00112,Ịnabata ọbịa bụ omenala dị mkpa.,Welcoming visitors is an important tradition.,culture
PAR00113,Ahịhịa na-emebi ihe ọkụkụ.,Weeds damage crops.,agriculture
PAR00114,Ọ kpọrọ onye na-ahụ maka teknụzụ.,He called the technician.,technology
PAR00115,Egwu bụ akụkụ nke omenala Igbo.,Music is part of Igbo culture.,culture
PAR00116,Usoro ahụ na-eme ka ọrụ dị ngwa.,The system makes work faster.,technology
PAR00117,Ndị mmadụ nabatara onye ọbịa.,The people welcomed the visitor.,religion
PAR00118,Igwefoto ahụ anaghị arụ ọrụ.,The camera is not working.,technology
PAR00119,Onye ọrịa kwesịrị ịlele ahụike ya.,The patient should check his health.,health
PAR00120,Onye nrụpụta weebụ na-arụ ọrụ na weebụsaịtị.,The web developer works on websites.,technology
PAR00121,Ha nyere ezinụlọ ahụ aka.,They helped the family.,culture
PAR00122,Ọ na-ezu ike mgbe ọ gwụrụ ike.,He rests when he is tired.,health
PAR00123,Ndị mmadụ chọrọ ikpe ziri ezi.,People want justice.,government
PAR00124,Jisie ike.,Take care.,daily_conversation
PAR00125,Onye ọka iwu na-enyere ndị mmadụ aka.,A lawyer helps people.,government
PAR00126,Gọọmenti na-enye akwụkwọ ikike.,The government issues licenses.,government
PAR00127,Aga m ụlọ akwụkwọ.,I am going to school.,daily_conversation
PAR00128,Ị mehiere.,You are wrong.,daily_conversation
PAR00129,Ọ dị mkpa iri nri dị iche iche.,It is important to eat different foods.,health
PAR00130,Aha ụfọdụ na-echeta ndị nna nna.,Some names remember ancestors.,culture
PAR00131,Ọ wuru weebụsaịtị.,He built a website.,technology
PAR00132,Ndị mmadụ chọrọ ịma otú e si eji ego ha.,People want to know how their money is used.,government
PAR00133,Ndị nne na nna na-akụziri ụmụ ha Igbo.,Parents teach their children Igbo.,culture
PAR00134,Ọrụ ugbo na-enye ọtụtụ mmadụ ọrụ.,Agriculture provides jobs for many people.,agriculture
PAR00135,Chere ntakịrị.,Wait a moment.,general
PAR00136,Ọmụmụ ihe dị mkpa.,Learning is important.,education
PAR00137,Ịgbaghara mmadụ bụ ihe ọma.,Forgiving a person is good.,religion
PAR00138,Ọ mụtara nkà ọhụrụ.,He learned a new skill.,business
PAR00139,Anyị ga-aga n'ihu.,We will move forward.,general
PAR00140,Ịdị ọcha na-enyere aka igbochi ọrịa.,Cleanliness helps prevent disease.,health
PAR00141,Ụmụaka kwesịrị ịmụ asụsụ ha.,Children should learn their language.,culture
PAR00142,Ọ na-eme mmega ahụ kwa ụtụtụ.,He exercises every morning.,health
PAR00143,Olileanya na-enyere mmadụ aka ịga n'ihu.,Hope helps a person move forward.,religion
PAR00144,Ndị mmadụ nwere nkwenkwe dị iche iche.,People have different beliefs.,religion
PAR00145,Ọnụ ahịa ngwaahịa ahụ dị elu.,The price of the product is high.,business
PAR00146,Ọ laghachiri akwụkwọ ahụ.,He returned the book.,education
PAR00147,Ezinụlọ na-aga ofufe ọnụ.,The family goes to worship together.,religion
PAR00148,Ebee ka ị nọ?,Where are you?,daily_conversation
PAR00149,Ndị mmadụ nyere ndụmọdụ.,The people gave advice.,government
PAR00150,Ọbá akwụkwọ ahụ nwere ọtụtụ akwụkwọ.,The library has many books.,education
PAR00151,Ịrụsi ọrụ ike na-enyere azụmahịa aka.,Hard work helps a business.,business
PAR00152,"Ee, enwere m ekwentị.","Yes, I have a phone.",daily_conversation
PAR00153,Ọ na-asụ ụkwara kemgbe ụnyaahụ.,He has been coughing since yesterday.,health
PAR00154,Ọrịa ahụ malitere n'ụtụtụ.,The illness started in the morning.,health
PAR00155,Onye ọrụ ahụ rụziri kọmputa.,The worker repaired the computer.,technology
PAR00156,Ụzụ na-enyere mmepe obodo aka.,Technology helps community development.,technology
PAR00157,Ọrụ a chọrọ ahụmahụ.,This job requires experience.,business
PAR00158,Ọmụmụ ihe n'ịntanetị na-ewu ewu.,Online learning is popular.,education
PAR00159,Ị ghọtara?,Do you understand?,daily_conversation
PAR00160,Ngwaahịa ahụ rutere n'oge.,The product arrived on time.,business
PAR00161,Ọ na-arịọ maka nduzi.,He asks for guidance.,religion
PAR00162,Obodo ahụ nwere ọtụtụ ebe ofufe.,The town has many places of worship.,religion
PAR00163,Abalị dị jụụ.,The night is quiet.,general
PAR00164,Ha debere ego n'ụlọ akụ.,They deposited money in the bank.,business
PAR00165,Amaghị m.,I do not know.,daily_conversation
PAR00166,Dọkịta mere nyocha.,The doctor conducted an examination.,health
PAR00167,Aga m aga ugbu a.,I am leaving now.,daily_conversation
PAR00168,Ha na-akụ mkpụrụ n'ahịrị.,They plant seeds in rows.,agriculture
PAR00169,Owuwe ihe ubi malitere.,The harvest began.,agriculture
PAR00170,Ụlọ ochie ahụ bụ akụkụ nke akụkọ obodo.,The old building is part of the town's history.,culture
PAR00171,Ịdị ọcha na-enyere aka igbochi nje.,Cleanliness helps prevent germs.,health
PAR00172,Udo dị mkpa n'obodo.,Peace is important in a community.,religion
PAR00173,Ndị isi kwesịrị ịza ajụjụ.,Leaders should be accountable.,government
PAR00174,Ọ kwụrụ ụgwọ site na ụlọ akụ.,He paid through the bank.,business
PAR00175,Nọọsụ na-enyere onye ọrịa aka.,The nurse helps the patient.,health
PAR00176,Nwa akwụkwọ ahụ hụrụ sayensị n'anya.,The student likes science.,education
PAR00177,Gọọmenti nyere ndị ọrụ ugbo mkpụrụ.,The government gave farmers seeds.,agriculture
PAR00178,Onye ọchụnta ego mere atụmatụ.,The entrepreneur made a plan.,business
PAR00179,Ọ dị mkpa ilekọta ahụike anyị.,It is important to take care of our health.,health
PAR00180,Ise siga na-emebi ahụike.,Smoking damages health.,health
PAR00181,Ọ na-asa aka ya tupu o rie nri.,He washes his hands before eating.,health
PAR00182,Gọọmenti na-akwado agụmakwụkwọ.,The government supports education.,government
PAR00183,Nyocha ahụike mgbe niile dị mkpa.,Regular health checkups are important.,health
PAR00184,Ọ dị mkpa ịṅụ mmiri zuru oke.,It is important to drink enough water.,health
PAR00185,Ụlọ akwụkwọ ahụ dị n'obodo.,The school is in the town.,education
PAR00186,Ndị ọrụ ugbo nwetara enyemaka.,The farmers received assistance.,government
PAR00187,Ọ na-ekele Chineke kwa ụbọchị.,He thanks God every day.,religion
PAR00188,Mmiri ozuzo na-enyere ndị ọrụ ugbo aka.,Rain helps farmers.,agriculture
PAR00189,Ọ dị mkpa idobe gburugburu ebe obibi ọcha.,It is important to keep the environment clean.,health
PAR00190,Obi adịghị m ụtọ.,I am not happy.,daily_conversation
PAR00191,Ọ na-eji teknụzụ eme mmụta.,He uses technology for learning.,technology
PAR00192,Anaghị m enwe ahụ ike.,I am not feeling well.,daily_conversation
PAR00193,Ọ mụtara otu esi eji kọmputa.,He learned how to use a computer.,technology
PAR00194,Ọ nọ n'ụlọ.,He is at home.,general
PAR00195,Usoro ahụ nwere nsogbu.,The system has a problem.,technology
PAR00196,Onye injinia meziri usoro ahụ.,The engineer repaired the system.,technology
PAR00197,Ọtụtụ mmadụ na-ekpe ekpere kwa ụbọchị.,Many people pray every day.,religion
PAR00198,Onye mmemme na-ede koodu.,The programmer writes code.,technology
PAR00199,Ahịa ihe ubi dị mma taa.,The market for farm produce is good today.,agriculture
PAR00200,Ha kpọkọtara ihe ubi.,They gathered the harvest.,agriculture
PAR00201,Ọ dịghị mma ịṅụ ọgwụ n'enweghị ndụmọdụ.,It is not good to take medicine without advice.,health
PAR00202,Onye ahịa enweghị afọ ojuju.,The customer is not satisfied.,business
PAR00203,Kedu aha gị?,What is your name?,daily_conversation
PAR00204,Gọọmenti na-elekọta obodo.,The government manages the community.,government
PAR00205,Ọbịa bịara n'ụlọ ahụ.,A visitor came to the house.,culture
PAR00206,Kedu ihe ị na-eme?,What are you doing?,daily_conversation
PAR00207,Ọ na-enwe ihe mgbu n'ahụ.,He has pain in his body.,health
PAR00208,Agụmakwụkwọ bụ isi ihe na mmepe obodo.,Education is essential for community development.,education
PAR00209,Ha na-ere nri n'ahịa.,They sell food at the market.,business
PAR00210,Ha kwurịtara banyere nsogbu obodo.,They discussed community problems.,government
PAR00211,Ịkụ ihe n'ụzọ ziri ezi na-abawanye ihe ubi.,Proper planting increases the harvest.,agriculture
PAR00212,Ebe nchekwa data nwere ọtụtụ ozi.,The database contains a lot of information.,technology
PAR00213,Ọ na-eji kọmputa arụ ọrụ.,He uses a computer to work.,technology
PAR00214,Ha malitere ịrụ ọrụ n'isi ụtụtụ.,They started working early in the morning.,agriculture
PAR00215,Ụbọ aka bụ otu n'ime ngwá egwu ọdịnala.,The ubo-aka is one of the traditional musical instruments.,culture
PAR00216,Aga m abịa echi.,I will come tomorrow.,daily_conversation
PAR00217,Ọ mụtara ihe ọhụrụ.,He learned something new.,religion
PAR00218,Ọ dịghị ihe mere.,Nothing happened.,daily_conversation
PAR00219,Enweghị nsogbu.,No problem.,general
PAR00220,Enwere m echiche.,I have an idea.,daily_conversation
PAR00221,Mmiri ozuzo dara nke ọma.,It rained well.,agriculture
PAR00222,Ụlọ ọrụ ahụ na-ere ngwaahịa.,The company sells products.,business
PAR00223,Ndị mmadụ nyere onye ọrịa aka.,People helped the sick person.,religion
PAR00224,Ụmụ akwụkwọ gere onye nkuzi ntị.,The students listened to the teacher.,education
PAR00225,Anyị kwesịrị ịmụta ihe n'akụkọ ihe mere eme.,We should learn from history.,culture
PAR00226,Nne ochie kọrọ akụkọ n'abalị.,The grandmother told a story at night.,culture
PAR00227,Ndị nkuzi na-akọ akụkọ banyere obodo.,Teachers tell stories about the community.,culture
PAR00228,Ndị ọrụ ugbo na-arụ ọrụ n'ubi.,The farmers work on the farm.,agriculture
PAR00229,Onye ọrụ ugbo na-achọpụta ọrịa n'osisi.,The farmer detects disease in the plants.,agriculture
PAR00230,Agụmakwụkwọ na-enyere obodo aka ito eto.,Education helps a community develop.,government
PAR00231,Nkuzi ahụ bara uru.,The teaching was useful.,religion
PAR00232,Ị nwere ekwentị?,Do you have a phone?,daily_conversation
PAR00233,Ụmụ akwụkwọ na-eme nke ọma.,The students are doing well.,education
PAR00234,Anyị na-atụ anya ezigbo owuwe ihe ubi.,We expect a good harvest.,agriculture
PAR00235,Polis na-echekwa obodo.,The police protect the community.,government
PAR00236,Anyị kwesịrị ichekwa omenala anyị.,We should preserve our culture.,culture
PAR00237,Ha na-agụ akwụkwọ nsọ.,They read the holy book.,religion
PAR00238,Ndị mmadụ kwesịrị ichekwa gburugburu ebe obibi.,People should protect the environment.,government
PAR00239,Ọ na-echekwa faịlụ ya.,He backs up his files.,technology
PAR00240,Onye ka ị na-achọ?,Who are you looking for?,general
PAR00241,Weebụsaịtị ahụ dị mfe iji.,The website is easy to use.,technology
PAR00242,Ha gere okwu ahụ ntị.,They listened to the speech.,religion
PAR00243,Ọrụ ugbo chọrọ ndidi.,Farming requires patience.,agriculture
PAR00244,Ụmụaka nyere nne na nna ha aka n'ubi.,The children helped their parents on the farm.,agriculture
PAR00245,Onye ọrụ ugbo na-eji hoe arụ ọrụ.,The farmer uses a hoe to work.,agriculture
PAR00246,Ọ na-amụ maka ule ya.,He is studying for his examination.,education
PAR00247,Akpịrị na-akpọ m nkụ.,I am thirsty.,daily_conversation
PAR00248,Ụlọ ọrụ ahụ na-enye ọrụ ọha.,The office provides public services.,government
PAR00249,Ọ gara ụlọ ọrụ gọọmenti.,He went to a government office.,government
PAR00250,Ha mere ọrụ otu.,They did group work.,education
PAR00251,Mechie ụzọ.,Close the door.,general
PAR00252,"Eeh, achọrọ m mmiri.","Yes, I need water.",general
PAR00253,Ndị obodo na-akwadebe nri maka ndị ọbịa.,The community prepares food for visitors.,culture
PAR00254,Onye ahịa kpọrọ ụlọ ọrụ ahụ.,The customer called the company.,business
PAR00255,Mmiri na-ezo.,It is raining.,general
PAR00256,Kpọọ m mgbe ị rutere.,Call me when you arrive.,daily_conversation
PAR00257,Aha bụ akụkụ dị mkpa nke omenala.,Names are an important part of culture.,culture
PAR00258,Bịa ebe a.,Come here.,daily_conversation
PAR00259,Ụlọ ọgwụ ahụ dị nso.,The hospital is nearby.,health
PAR00260,Obere azụmahịa na-enyere ezinụlọ aka.,Small businesses help families.,business
PAR00261,Onye nduzi kelere ndị mmadụ.,The leader thanked the people.,religion
PAR00262,Anyị haziri ọrụ ubi nke ọma.,We organized the farm work well.,agriculture
PAR00263,Gịnị ka ị chọrọ?,What do you want?,daily_conversation
PAR00264,Nwa akwụkwọ ahụ gafere ule ahụ.,The student passed the examination.,education
PAR00265,Ụmụaka na-ekpe ekpere tupu ha erie nri.,The children pray before they eat.,religion
PAR00266,Ha nyere ọbịa nri.,They gave food to the visitor.,culture
PAR00267,Ọ na-amụ asụsụ mmemme.,He is learning a programming language.,technology
PAR00268,Ndị mmadụ na-agba egwu n'emume.,People dance at celebrations.,culture
PAR00269,Nri dị mma na-enyere ahụike aka.,Healthy food helps health.,health
PAR00270,Nchọpụta dị mkpa na agụmakwụkwọ.,Research is important in education.,education
PAR00271,Nwa akwụkwọ ahụ chọrọ enyemaka.,The student needs help.,education
PAR00272,Ndị mmadụ na-eji akwa eme emume.,People wear traditional clothing for celebrations.,culture
PAR00273,Ndị mmadụ na-echeta ụbọchị pụrụ iche.,People remember special days.,religion
PAR00274,Dee aha gị.,Write your name.,general
PAR00275,Nlekọta ahụike na-enyere ndị mmadụ aka ibi ndụ ogologo.,Healthcare helps people live longer lives.,health
PAR00276,Ọ masịghị m.,I do not like it.,general
PAR00277,Achọrọ m iri nri.,I want to eat.,general
PAR00278,Ọ na-ekwu eziokwu.,He is telling the truth.,general
PAR00279,Ọ zipụrụ faịlụ ahụ.,He sent the file.,technology
PAR00280,Ọ dị mkpa izere nrụgide dị ukwuu.,It is important to avoid too much stress.,health
PAR00281,Ndị enyi nyere ya nkwado.,His friends gave him support.,health
PAR00282,Ji ahụ buru ibu.,That yam is big.,agriculture
PAR00283,Ọtụtụ mmadụ hụrụ mgbasa ozi ahụ.,Many people saw the advertisement.,business
PAR00284,Nọdụ ala.,Sit down.,general
PAR00285,Ụmụ akwụkwọ na-arụkọ ọrụ ọnụ.,The students work together.,education
PAR00286,Ọ dị mkpa ige ntị na klaasị.,It is important to listen in class.,education
PAR00287,Nje kọmputa nwere ike imebi data.,Computer viruses can damage data.,technology
PAR00288,Ahụ mmadụ chọrọ ezigbo nri.,The human body needs good food.,health
PAR00289,Ọ gbakere mgbe ọ nwetara ọgwụgwọ.,He recovered after receiving treatment.,health
PAR00290,Njehie ahụ mere ka mmemme kwụsị.,The error caused the program to stop.,technology
PAR00291,Ndị mmadụ họpụtara onye isi ọhụrụ.,The people elected a new leader.,government
PAR00292,Ọ chọtara njehie na koodu ahụ.,He found an error in the code.,technology
PAR00293,Nwa akwụkwọ ahụ aghọtaghị ajụjụ ahụ.,The student did not understand the question.,education
PAR00294,Enwere m ajụjụ.,I have a question.,general
PAR00295,Ọ dị mkpa.,It is important.,general
PAR00296,Agụmakwụkwọ na-emeghe ụzọ maka ọdịnihu.,Education opens the way to the future.,education
PAR00297,Onye nkuzi na-enyere ụmụ akwụkwọ aka.,The teacher helps the students.,education
PAR00298,Onye nkuzi kọwara ya ọzọ.,The teacher explained it again.,education
PAR00299,Emume ọdịnala ahụ malitere n'ụtụtụ.,The traditional celebration began in the morning.,culture
PAR00300,Ka chi bọọ.,Good evening.,daily_conversation
PAR00301,Mmega ahụ na-eme ka ahụ sie ike.,Exercise makes the body strong.,health
PAR00302,Ha na-abụ abụ ọdịnala.,They sing traditional songs.,culture
PAR00303,Onye ọrụ ugbo tụrụ oghere maka mkpụrụ.,The farmer measured holes for the seeds.,agriculture
PAR00304,Ha chọrọ ịmata ihe ndị ahịa chọrọ.,They want to know what customers want.,business
PAR00305,Adị m mma.,I am fine.,daily_conversation
PAR00306,Anọ m n'ọrụ.,I am at work.,daily_conversation
PAR00307,Ụmụ akwụkwọ gara nkuzi.,The students attended the lecture.,education
PAR00308,Biko nọdụ ala.,Please sit down.,daily_conversation
PAR00309,Ọ dị mkpa ịkwanyere ndị ọzọ ùgwù.,It is important to respect others.,religion
PAR00310,Ọ dịla anya.,It has been a long time.,daily_conversation
PAR00311,Ọ na-arụ ọrụ oge niile.,He works full time.,business
PAR00312,Ọ dị ọkụ taa.,It is hot today.,general
PAR00313,Ọ na-aga ọrụ.,He is going to work.,daily_conversation
PAR00314,Obodo chọrọ nchekwa.,The community needs security.,government
PAR00315,Ana m ehi ụra.,I am sleeping.,general
PAR00316,Onye ọrụ ugbo gara n'ubi.,The farmer went to the farm.,agriculture
PAR00317,Obi dị m ụtọ izute gị.,I am happy to meet you.,daily_conversation
PAR00318,Ọ na-arịa isi.,He has a headache.,health
PAR00319,Gụọ akwụkwọ ahụ.,Read the book.,general
PAR00320,Akwụkwọ na-enyere ụmụ akwụkwọ aka.,Books help students.,education
PAR00321,Nke a bụ akwụkwọ.,This is a book.,general
PAR00322,Mmiri dị ọcha dị mkpa.,Clean water is important.,government
PAR00323,Ama m.,I know.,daily_conversation
PAR00324,Ọ kwụrụ ụgwọ ahụ n'oge.,He paid the debt on time.,business
PAR00325,Ha kwurịtara banyere azụmahịa.,They discussed the business.,business
PAR00326,Ọ dị mkpa ịgba ọgwụ mgbochi ọrịa.,It is important to get vaccinated.,health
PAR00327,Ka ụbọchị ọma.,Have a good day.,daily_conversation
PAR00328,Kọmputa ahụ dị ọhụrụ.,The computer is new.,technology
PAR00329,Ọrụ ugbo nwere ihe ịma aka.,Farming has challenges.,agriculture
PAR00330,Python bụ asụsụ mmemme.,Python is a programming language.,technology
PAR00331,Ngwaahịa ahụ sitere n'obodo ọzọ.,The product came from another city.,business
PAR00332,Anyị kwesịrị ịkwanyere omenala dị iche iche ùgwù.,We should respect different cultures.,culture
PAR00333,Paswọọdụ na-echekwa akaụntụ.,A password protects an account.,technology
PAR00334,Traktọ ahụ na-akọ ala.,The tractor ploughs the land.,agriculture
PAR00335,Ndị obodo rụkọrọ ọrụ ọnụ.,The community worked together.,culture
PAR00336,Ụlọ ọrụ ahụ goro onye ọrụ ọhụrụ.,The company hired a new employee.,business
PAR00337,Ndewo.,Hello.,daily_conversation
PAR00338,Ọ natara akwụkwọ ya.,He received his document.,government
PAR00339,Abịa m ugbu a.,I am coming now.,daily_conversation
PAR00340,Azụmahịa ahụ nwere nnukwu ihe ịma aka.,The business has a major challenge.,business
PAR00341,Onye isi obodo nwere ọrụ dị mkpa.,The community leader has an important responsibility.,government
PAR00342,Onye ọrụ nwetara ụgwọ ọnwa ya.,The employee received his salary.,business
PAR00343,Akụrụngwa nwere ike ịka nká.,Hardware can become old.,technology
PAR00344,Onye ahịa kwụrụ ụgwọ ngwaahịa ahụ.,The customer paid for the product.,business
