id,igbo,english,domain
PAR00080,Ndị mmadụ na-eji egwu eme emume.,People use music for celebrations.,culture
PAR00149,Ndị mmadụ nyere ndụmọdụ.,The people gave advice.,government
PAR00303,Onye ọrụ ugbo tụrụ oghere maka mkpụrụ.,The farmer measured holes for the seeds.,agriculture
PAR00308,Biko nọdụ ala.,Please sit down.,daily_conversation
PAR00482,Gọọmenti na-eme mkpọsa ahụike.,The government conducts health campaigns.,government
PAR00324,Ọ kwụrụ ụgwọ ahụ n'oge.,He paid the debt on time.,business
PAR00807,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.,The school has many classrooms.,education
PAR00319,Gụọ akwụkwọ ahụ.,Read the book.,general
PAR00134,Ọrụ ugbo na-enye ọtụtụ mmadụ ọrụ.,Agriculture provides jobs for many people.,agriculture
PAR00540,Onye ahịa nwere ajụjụ.,The customer has a question.,business
PAR00312,Ọ dị ọkụ taa.,It is hot today.,general
PAR00596,Ọrụ ahụ dị ngwa ma dị mma.,The service is fast and good.,business
PAR00555,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.,The students study at home.,education
PAR00001,Azụmahịa dị mkpa maka mmepe obodo.,Business is important for community development.,business
PAR00317,Obi dị m ụtọ izute gị.,I am happy to meet you.,daily_conversation
PAR00693,Nnyocha ahịa nyere aka.,The market research was helpful.,business
PAR00537,Ihu igwe dị mma.,The weather is good.,general
PAR00491,Ekele dịrị gị.,Thank you.,general
PAR00522,Gọọmenti na ndị mmadụ kwesịrị ịrụkọ ọrụ ọnụ.,The government and the people should work together.,government
PAR00606,Amaghị m ebe ahụ.,I do not know that place.,general
PAR00352,Azụmahịa chọrọ ezigbo atụmatụ.,Business requires good planning.,business
PAR00173,Ndị isi kwesịrị ịza ajụjụ.,Leaders should be accountable.,government
PAR00126,Gọọmenti na-enye akwụkwọ ikike.,The government issues licenses.,government
PAR00751,Ka anyị gaa.,Let us go.,daily_conversation
PAR00399,Ndị mmadụ na-anabata teknụzụ ọhụrụ.,People adopt new technology.,technology
PAR00884,Ndị Igbo nwere ọtụtụ omenala.,The Igbo people have many traditions.,culture
PAR00091,Gọọmenti na-eji ego ọha arụ ọrụ.,The government uses public money for projects.,government
PAR00920,Onye ahịa jiri ego kwụọ ụgwọ.,The customer paid with cash.,business
PAR00182,Gọọmenti na-akwado agụmakwụkwọ.,The government supports education.,government
PAR00275,Nlekọta ahụike na-enyere ndị mmadụ aka ibi ndụ ogologo.,Healthcare helps people live longer lives.,health
PAR00931,Ọ na-enweta nkasi obi n'oge nsogbu.,He finds comfort during difficult times.,religion
PAR00070,Ụzụ na-eme ka ọrụ dị mfe.,Technology makes work easier.,technology
PAR00292,Ọ chọtara njehie na koodu ahụ.,He found an error in the code.,technology
PAR00132,Ndị mmadụ chọrọ ịma otú e si eji ego ha.,People want to know how their money is used.,government
PAR00301,Mmega ahụ na-eme ka ahụ sie ike.,Exercise makes the body strong.,health
PAR00637,Ịsa aka na-egbochi mgbasa ọrịa.,Handwashing prevents the spread of disease.,health
PAR00327,Ka ụbọchị ọma.,Have a good day.,daily_conversation
PAR00145,Ọnụ ahịa ngwaahịa ahụ dị elu.,The price of the product is high.,business
PAR00588,Ana m echeta ya.,I remember it.,general
PAR00136,Ọmụmụ ihe dị mkpa.,Learning is important.,education
PAR00906,Ịgụ akwụkwọ na-enyere ụmụ akwụkwọ aka.,Studying helps students.,education
PAR00165,Amaghị m.,I do not know.,daily_conversation
PAR00029,A chọrọ m nri.,I want food.,daily_conversation
PAR00552,Ụmụaka mụtara ihe n'okpukpe.,Children learned about religion.,religion
PAR00194,Ọ nọ n'ụlọ.,He is at home.,general
PAR00888,Ụmụ akwụkwọ na-amụ ihe.,The students are studying.,education
PAR00626,Ndị mmadụ bụrụ abụ n'oge ofufe.,People sang during the worship service.,religion
PAR00170,Ụlọ ochie ahụ bụ akụkụ nke akụkọ obodo.,The old building is part of the town's history.,culture
PAR00936,Izu ike na-enyere onye ọrịa aka.,Rest helps the patient.,health
PAR00141,Ụmụaka kwesịrị ịmụ asụsụ ha.,Children should learn their language.,culture
PAR00174,Ọ kwụrụ ụgwọ site na ụlọ akụ.,He paid through the bank.,business
PAR00007,Ọrịa ụfọdụ nwere ike igbochi.,Some diseases can be prevented.,health
PAR00630,Ọtụtụ ndị mmadụ bịara emume ahụ.,Many people came to the celebration.,culture
PAR00454,Ndị uwe ojii na-arụ ọrụ ha.,The police officers do their work.,government
PAR00074,Gọọmenti na-enye ọrụ ọha.,The government provides public services.,government
PAR00670,Anyị kụrụ osikapa n'ubi.,We planted rice on the farm.,agriculture
PAR00576,Gee ntị.,Listen.,general
PAR00239,Ọ na-echekwa faịlụ ya.,He backs up his files.,technology
PAR00146,Ọ laghachiri akwụkwọ ahụ.,He returned the book.,education
PAR00913,Onye ọrịa gara ụlọ ọgwụ n'oge.,The patient went to the hospital early.,health
PAR00235,Polis na-echekwa obodo.,The police protect the community.,government
PAR00221,Mmiri ozuzo dara nke ọma.,It rained well.,agriculture
PAR00451,Nkà kọmputa na-enyere mmadụ aka ịchọta ọrụ.,Computer skills help a person find a job.,technology
PAR00484,Ọ wụnyere ngwanrọ nchebe.,He installed security software.,technology
PAR00133,Ndị nne na nna na-akụziri ụmụ ha Igbo.,Parents teach their children Igbo.,culture
PAR00970,Onye ọrụ na-arụsi ọrụ ike.,The employee works hard.,business
PAR00389,Ọmụmụ ihe na-enyere mmadụ aka iru ihe mgbaru ọsọ ya.,Learning helps a person achieve their goals.,education
PAR00186,Ndị ọrụ ugbo nwetara enyemaka.,The farmers received assistance.,government
PAR00042,Omenala anyị bụ ihe anyị kwesịrị iji kpọrọ ihe.,Our culture is something we should value.,culture
PAR00599,Ụlọ ọrụ ahụ na-ebupụ ngwaahịa.,The company exports products.,business
PAR00109,Ezinụlọ bụ isi obodo.,The family is the foundation of the community.,culture
PAR00569,Ndị mmadụ gara nzukọ obodo.,The people attended a community meeting.,government
PAR00057,Ọrịa shuga chọrọ nlekọta mgbe niile.,Diabetes requires regular care.,health
PAR00897,Ịmụ koodu chọrọ oge.,Learning to code takes time.,technology
PAR00844,Ajụjụ ahụ siri ike.,The question is difficult.,education
PAR00553,Nrụgide nwere ike imetụta ahụ na uche.,Stress can affect the body and mind.,health
PAR00842,Ònye kpọrọ gị?,Who called you?,daily_conversation
PAR00025,Ị chọrọ ihe ọ bụla?,Do you need anything?,general
PAR00423,Gọọmenti na-arụ ụlọ akwụkwọ.,The government builds schools.,government
PAR00855,Gịnị ka nke a bụ?,What is this?,general
PAR00607,Ndị nyocha na-amụ ọgụgụ isi mmadụ.,Researchers study artificial intelligence.,technology
PAR00681,Mkpụrụ osisi dị mma maka ahụike.,Fruits are good for health.,health
PAR00907,Enweghị nsogbu.,There is no problem.,daily_conversation
PAR00339,Abịa m ugbu a.,I am coming now.,daily_conversation
PAR00052,Ndị mmadụ chọrọ ibi n'udo.,People want to live in peace.,government
PAR00483,Aga m akpọ gị echi.,I will call you tomorrow.,daily_conversation
PAR00498,Ha yi uwe ọdịnala.,They wore traditional clothes.,culture
PAR00901,Ụmụaka na-amụta omenala n'aka ndị okenye.,Children learn traditions from elders.,culture
PAR00621,Ndị obodo na-eji Igbo eme emume.,The community uses Igbo during celebrations.,culture
PAR00265,Ụmụaka na-ekpe ekpere tupu ha erie nri.,The children pray before they eat.,religion
PAR00527,Ha mụtara ụzọ ọhụrụ e si akụ ihe.,They learned new methods of planting.,agriculture
PAR00669,Nne kpọgara nwa ahụ ụlọ ọgwụ.,The mother took the child to the hospital.,health
PAR00501,Ọ na-enwe ihe mgbu n'afọ.,He has stomach pain.,health
PAR00424,Ha chọrọ ịgbasa azụmahịa ha.,They want to expand their business.,business
PAR00019,Ndị mmadụ kwesịrị iji teknụzụ mee ihe n'ụzọ ziri ezi.,People should use technology responsibly.,technology
PAR00875,Mmiri na-enyere ahụ aka.,Water helps the body.,health
PAR00966,Ụmụ akwụkwọ jụrụ ọtụtụ ajụjụ.,The students asked many questions.,education
PAR00558,Ị chọrọ enyemaka?,Do you need help?,daily_conversation
PAR00446,Ụmụ akwụkwọ nọ na klaasị.,The students are in the classroom.,education
PAR00368,Ụlọ ọrụ ahụ na-eji usoro dijitalụ.,The company uses digital systems.,technology
PAR00084,Ụmụ akwụkwọ na-eji kọmputa amụ ihe.,Students use computers to learn.,education
PAR00062,Ụmụaka nọdụrụ gee akụkọ ahụ ntị.,The children sat and listened to the story.,culture
PAR00954,Nwa akwụkwọ ahụ na-eji pensụl ede ihe.,The student uses a pencil to write.,education
PAR00273,Ndị mmadụ na-echeta ụbọchị pụrụ iche.,People remember special days.,religion
PAR00286,Ọ dị mkpa ige ntị na klaasị.,It is important to listen in class.,education
PAR00361,Ha chọtara ngwọta maka nsogbu ahụ.,They found a solution to the problem.,business
PAR00355,Nghọta dị mkpa na ọchịchị.,Transparency is important in governance.,government
PAR00433,Okpukpe na-akụzi udo.,Religion teaches peace.,religion
PAR00279,Ọ zipụrụ faịlụ ahụ.,He sent the file.,technology
PAR00013,Bilie.,Stand up.,general
PAR00183,Nyocha ahụike mgbe niile dị mkpa.,Regular health checkups are important.,health
PAR00369,Ọ bụ elekere asatọ.,It is eight o'clock.,daily_conversation
PAR00468,Ụlọ ọgwụ nwere akụrụngwa.,The hospital has equipment.,health
PAR00604,Ngwanrọ ahụ nwere nsogbu.,The software has a problem.,technology
PAR00224,Ụmụ akwụkwọ gere onye nkuzi ntị.,The students listened to the teacher.,education
PAR00899,Ezinụlọ m dị mkpa nye m.,My family is important to me.,general
PAR00686,Ụlọ ọrụ ahụ na-eme mgbasa ozi.,The company advertises.,business
PAR00479,Onye mebiri iwu nwere ike ịta ahụhụ.,A person who breaks the law may be punished.,government
PAR00882,Ndị mmadụ na-arụkọ ọrụ ọnụ.,People work together.,religion
PAR00678,Ọ bụghị nsogbu.,It is not a problem.,general
PAR00598,Gọọmenti na-enye mmiri ọṅụṅụ.,The government provides drinking water.,government
PAR00177,Gọọmenti nyere ndị ọrụ ugbo mkpụrụ.,The government gave farmers seeds.,agriculture
PAR00653,Uwe ọdịnala na-egosi omenala mmadụ.,Traditional clothing shows a person's culture.,culture
PAR00616,Nzukọ n'ịntanetị na-ewu ewu.,Online meetings are popular.,technology
PAR00827,Okpukpe na-akụzi ịhụnanya.,Religion teaches love.,religion
PAR00507,A chọrọ m mmiri.,I want water.,daily_conversation
PAR00917,Ụlọ akwụkwọ ọha na-enye agụmakwụkwọ.,Public schools provide education.,government
PAR00164,Ha debere ego n'ụlọ akụ.,They deposited money in the bank.,business
PAR00249,Ọ gara ụlọ ọrụ gọọmenti.,He went to a government office.,government
PAR00623,Ọ na-eji ịntanetị kwa ụbọchị.,He uses the internet every day.,technology
PAR00867,Ọtụtụ mmadụ hụrụ egwu ọdịnala n'anya.,Many people love traditional music.,culture
PAR00657,Ụmụ akwụkwọ na-amụta ihe ọhụrụ.,The students are learning new things.,education
PAR00376,Ozi ahụ bịara n'oge.,The message arrived on time.,technology
PAR00413,Ha bufere ngwaahịa ahụ n'ụlọ ahịa.,They transported the product to the shop.,business
PAR00075,Ụmụ akwụkwọ nọ ọdụ n'oche.,The students are sitting on chairs.,education
PAR00114,Ọ kpọrọ onye na-ahụ maka teknụzụ.,He called the technician.,technology
PAR00559,Ọ zitere email n'ụtụtụ.,He sent an email in the morning.,technology
PAR00550,Azụmahịa na-enye ndị mmadụ ohere ọrụ.,Business provides people with job opportunities.,business
PAR00391,Ha malitere ọrụ ahụ.,They started the work.,government
PAR00105,Ndị mmadụ na-arịọ maka enyemaka.,People ask for help.,religion
PAR00115,Egwu bụ akụkụ nke omenala Igbo.,Music is part of Igbo culture.,culture
PAR00418,Ngwa ahụ na-enyere ndị mmadụ aka.,The application helps people.,technology
PAR00449,Ahụmahụ na-enyere onye ọrụ ugbo aka.,Experience helps the farmer.,agriculture
PAR00410,Ụmụ akwụkwọ na-amụ asụsụ Igbo.,The students study the Igbo language.,education
PAR00093,Ụlọ ahịa ahụ mechiri n'abalị.,The shop closed at night.,business
PAR00808,Ọ dị m ka ike gwụrụ m.,I feel tired.,general
PAR00090,Ehihie ọma.,Good afternoon.,daily_conversation
PAR00337,Ndewo.,Hello.,daily_conversation
PAR00968,Ndị egwu na-akpọ ngwá egwu.,The musicians play musical instruments.,culture
PAR00902,Ọnụ ahịa ọka mụbara.,The price of maize increased.,agriculture
PAR00914,Ndị mmadụ na-esi nri ọdịnala n'emume.,People cook traditional food at celebrations.,culture
PAR00595,Ọ natara faịlụ ahụ.,He received the file.,technology
PAR00583,Ekwentị bụ ngwaọrụ a na-ejikarị eme ihe.,A phone is a commonly used device.,technology
PAR00600,Kedu ka ị mere?,How are you?,daily_conversation
PAR00095,Obodo ahụ nwere akụkọ ogologo.,The town has a long history.,culture
PAR00012,Traktọ na-enyere ndị ọrụ ugbo aka.,A tractor helps farmers.,agriculture
PAR00397,Onye ọrụ ugbo na-azụ ehi.,The farmer raises cattle.,agriculture
PAR00523,Ọtụtụ mmadụ na-asụ Igbo n'ụlọ.,Many people speak Igbo at home.,culture
PAR00044,Egwu ahụ na-atọ ụtọ.,The music is enjoyable.,culture
PAR00043,Obodo dị iche iche nwere omenala dị iche iche.,Different communities have different cultures.,culture
PAR00330,Python bụ asụsụ mmemme.,Python is a programming language.,technology
PAR00168,Ha na-akụ mkpụrụ n'ahịrị.,They plant seeds in rows.,agriculture
PAR00650,Ọ dị mkpa izobe paswọọdụ.,It is important to keep a password secret.,technology
PAR00858,Anyị kwesịrị ịkwado ndị ọrụ ugbo.,We should support farmers.,agriculture
PAR00667,Gọọmenti mere iwu ọhụrụ.,The government made a new law.,government
PAR00741,Ụmụaka kwesịrị ịma omenala ha.,Children should know their culture.,culture
PAR00101,Mmepe chọrọ nkwado nke ndị mmadụ.,Development requires the support of the people.,government
PAR00427,Ndị mmadụ kesara nri.,People shared food.,religion
PAR00179,Ọ dị mkpa ilekọta ahụike anyị.,It is important to take care of our health.,health
PAR00445,Ule ahụ ga-amalite echi.,The examination will begin tomorrow.,education
PAR00417,Uwe ọdịnala ahụ mara mma.,The traditional clothing is beautiful.,culture
PAR00636,Ndị mmadụ kwesịrị ikwu eziokwu.,People should tell the truth.,religion
PAR00864,Nne m kpọrọ m.,My mother called me.,daily_conversation
PAR00782,Ọzụzụ na-enyere ndị ntorobịa aka.,Training helps young people.,government
PAR00178,Onye ọchụnta ego mere atụmatụ.,The entrepreneur made a plan.,business
PAR00396,Ndị nne na nna na-akwado agụmakwụkwọ.,Parents support education.,education
PAR00663,Mgbasa ozi ahụ dọtara ọtụtụ ndị ahịa.,The advertisement attracted many customers.,business
PAR00778,Ngwanrọ ahụ dị mfe iji.,The software is easy to use.,technology
PAR00941,Ọ chọrọ ịga mahadum.,He wants to go to university.,education
PAR00671,Onye ụkọchukwu kọrọ ozi ọma.,The priest delivered a sermon.,religion
PAR00384,Ịrụkọ ọrụ ọnụ na-eweta mmepe.,Working together brings development.,government
PAR00937,Mahadum ahụ nwere ọtụtụ ụmụ akwụkwọ.,The university has many students.,education
PAR00258,Bịa ebe a.,Come here.,daily_conversation
PAR00528,Ije ije bụ ezigbo mmega ahụ.,Walking is good exercise.,health
PAR00336,Ụlọ ọrụ ahụ goro onye ọrụ ọhụrụ.,The company hired a new employee.,business
PAR00603,Ọ na-ehi ụra awa asatọ kwa abalị.,He sleeps for eight hours every night.,health
PAR00016,Akwụkwọ ahụ dị na tebụl.,The book is on the table.,education
PAR00004,Onye nchịkwa na-elekọta nchekwa data.,The administrator manages the database.,technology
PAR00502,Biko bilie.,Please stand up.,daily_conversation
PAR00257,Aha bụ akụkụ dị mkpa nke omenala.,Names are an important part of culture.,culture
PAR00535,Ha nwere okwukwe.,They have faith.,religion
PAR00804,Ndị ọrụ ahụike na-elekọta ndị ọrịa.,Health workers care for patients.,health
PAR00694,Ụlọ ọrụ ahụ na-eme nyocha ahịa.,The company conducts market research.,business
PAR00927,Ị na-eme gịnị?,What are you doing?,general
PAR00394,Ndị ọrụ ahụike na-enyere ndị ọrịa aka.,Health workers help patients.,government
PAR00223,Ndị mmadụ nyere onye ọrịa aka.,People helped the sick person.,religion
PAR00180,Ise siga na-emebi ahụike.,Smoking damages health.,health
PAR00290,Njehie ahụ mere ka mmemme kwụsị.,The error caused the program to stop.,technology
PAR00695,Akwụkwọ nri nwere ọtụtụ vitamin.,Vegetables contain many vitamins.,health
PAR00325,Ha kwurịtara banyere azụmahịa.,They discussed the business.,business
PAR00644,Anyị kwesịrị ịrụkọ ọrụ ọnụ.,We should work together.,general
PAR00010,Azụmahịa ahụ nwetara nnukwu uru.,The business made a large profit.,business
PAR00250,Ha mere ọrụ otu.,They did group work.,education
PAR00023,Akwụkwọ ahụ nwere ọtụtụ nkuzi.,The book contains many teachings.,religion
PAR00357,Ọzụzụ na-enyere ndị ọrụ ugbo aka.,Training helps farmers.,agriculture
PAR00222,Ụlọ ọrụ ahụ na-ere ngwaahịa.,The company sells products.,business
PAR00654,Emume ahụ mere n'ụlọ.,The celebration took place at home.,religion
PAR00843,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.,We should listen to elders' advice.,culture
PAR00963,Ndị ọrụ ugbo bụ akụkụ dị mkpa nke obodo.,Farmers are an important part of the community.,agriculture
PAR00786,Achọrọ m ịmụ ihe.,I want to learn.,general
PAR00341,Onye isi obodo nwere ọrụ dị mkpa.,The community leader has an important responsibility.,government
PAR00432,Ụlọ ọhụrụ ahụ na-ewu.,The new building is being constructed.,government
PAR00793,Ọ dị oyi taa.,It is cold today.,general
PAR00881,Onye nduzi gụrụ akụkụ akwụkwọ nsọ.,The leader read a passage from the holy book.,religion
PAR00204,Gọọmenti na-elekọta obodo.,The government manages the community.,government
PAR00619,Ndị mmadụ kwesịrị ịgbaso ndụmọdụ ahụike.,People should follow health advice.,government
PAR00094,Ọ dị mkpa iji teknụzụ mee ihe nke ọma.,It is important to use technology properly.,technology
PAR00548,Ha ji fatịlaịza mee ka ala dị mma.,They used fertilizer to improve the soil.,agriculture
PAR00069,Ụgwọ ọnwa ya dị mma.,His salary is good.,business
PAR00683,Ezi ọchịchị na-enyere obodo aka.,Good governance helps the community.,government
PAR00285,Ụmụ akwụkwọ na-arụkọ ọrụ ọnụ.,The students work together.,education
PAR00787,Ezinụlọ ahụ na-arụ ọrụ ọnụ.,The family works together.,agriculture
PAR00435,Ka anyị kwụsị.,Let us stop.,daily_conversation
PAR00154,Ọrịa ahụ malitere n'ụtụtụ.,The illness started in the morning.,health
PAR00076,Ọrụ ugbo bụ isi iyi nke ego.,Farming is a source of income.,agriculture
PAR00717,Ịkekọrịta nri na-eme ka ndị mmadụ dịrị n'otu.,Sharing food brings people together.,culture
PAR00447,Ụkọ mmiri na-emetụta ọrụ ugbo.,Water shortage affects agriculture.,agriculture
PAR00189,Ọ dị mkpa idobe gburugburu ebe obibi ọcha.,It is important to keep the environment clean.,health
PAR00272,Ndị mmadụ na-eji akwa eme emume.,People wear traditional clothing for celebrations.,culture
