id,igbo,english,domain,source
MON040,Onye nwe ụlọ ahịa ahụ na-elekọta ndị ọrụ ya.,the customer paid for the company.,business,iterative_back_translation_round_2
MON041,Omenala Igbo nwere ọtụtụ ihe pụrụ iche.,many people have different beliefs.,culture,iterative_back_translation_round_2
MON042,Ndị obodo na-eme emume kwa afọ.,the community prepares food for community.,culture,iterative_back_translation_round_2
MON043,Ezinụlọ ahụ kwadebere maka emume ọdịnala.,the family ate together.,culture,iterative_back_translation_round_2
MON044,Ndị okenye na-akụziri ụmụaka omenala.,children learn their culture.,culture,iterative_back_translation_round_2
MON045,A na-asọpụrụ ndị okenye n'obodo.,the town has a community meeting.,culture,iterative_back_translation_round_2
MON046,Egwu ọdịnala na-atọ ọtụtụ mmadụ ụtọ.,many people depend on traditional music.,culture,iterative_back_translation_round_2
MON047,Ndị mmadụ gbakọtara maka emume ahụ.,people use music for the celebrations.,culture,iterative_back_translation_round_2
MON048,Akụkọ ndị nna nna bara uru nke ukwuu.,the stories of ancestors are s names remember.,culture,iterative_back_translation_round_2
MON049,Ụmụaka na-amụta egwu ọdịnala n'ụlọ akwụkwọ.,children are playing.,culture,iterative_back_translation_round_2
MON050,Omenala na-ejikọta ndị mmadụ ọnụ.,people help one another.,culture,iterative_back_translation_round_2
MON051,Ndị obodo na-akwado emume ha nke ọma.,they want to the community development.,culture,iterative_back_translation_round_2
MON052,A na-eji egwu eme emume dị iche iche.,this different communities.,culture,iterative_back_translation_round_2
MON053,Ndị okenye kọọrọ ụmụaka akụkọ n'abalị.,the children enjoyed the celebration.,culture,iterative_back_translation_round_2
MON054,Asụsụ bụ akụkụ dị mkpa nke omenala.,tradition is an important part of culture.,culture,iterative_back_translation_round_2
MON055,Ọtụtụ ezinụlọ na-echekwa omenala ha.,they sold many culture.,culture,iterative_back_translation_round_2
MON056,Emume ahụ malitere n'ehihie.,the celebration took place in the morning.,culture,iterative_back_translation_round_2
MON057,Ndị mmadụ yi uwe ọdịnala n'emume ahụ.,people wore traditional clothes.,culture,iterative_back_translation_round_2
MON058,A na-akụziri ụmụaka nkwanye ùgwù.,children are playing.,culture,iterative_back_translation_round_2
MON059,Omenala na-agbanwe nwayọọ nwayọọ.,culture teaches unity.,culture,iterative_back_translation_round_2
MON060,Obodo ahụ nwere ọtụtụ akụkọ ihe mere eme.,the many places of the community.,culture,iterative_back_translation_round_2
MON061,Kedu ka ị mere taa?,where are you?,daily_conversation,iterative_back_translation_round_2
MON062,A mere m nke ọma.,i am well.,daily_conversation,iterative_back_translation_round_2
MON063,Ebee ka ị na-aga?,where are you?,daily_conversation,iterative_back_translation_round_2
MON064,Ana m aga n'ụlọ.,i am going home.,daily_conversation,iterative_back_translation_round_2
MON065,Biko nyere m aka.,please help me.,daily_conversation,iterative_back_translation_round_2
MON066,Achọrọ m ịjụ gị ajụjụ.,i want to learn.,daily_conversation,iterative_back_translation_round_2
MON067,Gịnị ka ị na-eme ugbu a?,what are you doing?,daily_conversation,iterative_back_translation_round_2
MON068,Ana m agụ akwụkwọ.,i am going to school.,daily_conversation,iterative_back_translation_round_2
MON069,Ị nwere oge taa?,do you have time?,daily_conversation,iterative_back_translation_round_2
MON070,"Ee, enwere m oge.","yes, i have time.",daily_conversation,iterative_back_translation_round_2
MON071,Biko chere obere oge.,please for a short.,daily_conversation,iterative_back_translation_round_2
MON072,A ga m alaghachi echi.,i am going to school.,daily_conversation,iterative_back_translation_round_2
MON073,Echegbula onwe gị.,you know this?,daily_conversation,iterative_back_translation_round_2
MON074,Aghọtara m ihe ị kwuru.,i you are you are right.,daily_conversation,iterative_back_translation_round_2
MON075,Amaghị m azịza ya.,i do not know.,daily_conversation,iterative_back_translation_round_2
MON076,Ka anyị gaa ọnụ.,let us go.,daily_conversation,iterative_back_translation_round_2
MON077,"Ọ dị mma, enweghị nsogbu.",it is important to take care of good.,daily_conversation,iterative_back_translation_round_2
MON078,Kpọọ m mgbe ị rutere.,call me when you arrive.,daily_conversation,iterative_back_translation_round_2
MON079,A hụrụ m gị n'anya.,i am afraid.,daily_conversation,iterative_back_translation_round_2
MON080,Ka chi fo.,do not know.,daily_conversation,iterative_back_translation_round_2
MON081,Ụmụ akwụkwọ na-amụ ihe n'ụlọ akwụkwọ.,the students study at home.,education,iterative_back_translation_round_2
MON082,Onye nkuzi na-akọwa ihe ọhụrụ.,the teacher explained the new skills.,education,iterative_back_translation_round_2
MON083,Akwụkwọ a nwere ọtụtụ ihe ọmụma.,many this has many students.,education,iterative_back_translation_round_2
MON084,Ọmụmụ ihe chọrọ mgbalị.,learning to want to want to want to want.,education,iterative_back_translation_round_2
MON085,Ụmụ akwụkwọ na-akwadebe maka ule.,the students are an for an for an for an for an for an for an for an examination.,education,iterative_back_translation_round_2
MON086,Onye nkuzi nyere ụmụ akwụkwọ ọrụ ụlọ.,the teacher gave them homework.,education,iterative_back_translation_round_2
MON087,Ụlọ akwụkwọ ahụ nwere nnukwu ọbá akwụkwọ.,the school has a book.,education,iterative_back_translation_round_2
MON088,Ọ na-agụ akwụkwọ kwa mgbede.,he has a book.,education,iterative_back_translation_round_2
MON089,Ụmụ akwụkwọ na-ajụ ajụjụ n'oge klaasị.,the students are in the classroom.,education,iterative_back_translation_round_2
MON090,Agụmakwụkwọ dị mkpa maka ọdịnihu.,education is important for community.,education,iterative_back_translation_round_2
MON091,Onye nkuzi dere ihe n'elu bọọdụ.,the teacher explained the topic.,education,iterative_back_translation_round_2
MON092,Ụmụ akwụkwọ bịara klaasị n'oge.,the students are in the classroom.,education,iterative_back_translation_round_2
MON093,Akwụkwọ kọmputa dị n'elu tebụl.,computer hardware is not working.,education,iterative_back_translation_round_2
MON094,Ọ na-amụ sayensị na mgbakọ na mwepụ.,he is learning a bank.,education,iterative_back_translation_round_2
MON095,Ule ahụ ga-amalite n'izu na-abịa.,the examination was difficult.,education,iterative_back_translation_round_2
MON096,Ụmụ akwụkwọ na-arụ ọrụ ọnụ.,the students work together.,education,iterative_back_translation_round_2
MON097,Ọgụgụ na-enyere mmadụ aka ịmụ ihe.,people help one another.,education,iterative_back_translation_round_2
MON098,Onye nkuzi jụrụ ajụjụ dị mkpa.,the teacher explained it is important to study.,education,iterative_back_translation_round_2
MON099,Ụmụ akwụkwọ ahụ gafere ule ha.,the students wrote their examination.,education,iterative_back_translation_round_2
MON100,Ọ chọrọ ịga mahadum n'ọdịnihu.,he wants to go to university.,education,iterative_back_translation_round_2
MON101,Ụtụtụ a dị jụụ nke ukwuu.,this is a person morning.,general,iterative_back_translation_round_2
MON102,Anyanwụ na-enwu taa.,the family is today.,general,iterative_back_translation_round_2
MON103,E nwere ọtụtụ mmadụ n'okporo ụzọ.,many people depend on small businesses.,general,iterative_back_translation_round_2
MON104,Nwa ahụ na-egwu egwu n'èzí.,the student has a fever.,general,iterative_back_translation_round_2
MON105,Nne m na-esi nri n'ọnụ ụlọ.,i am going home.,general,iterative_back_translation_round_2
MON106,Anyị gara njem n'ụtụtụ.,we went to the morning.,general,iterative_back_translation_round_2
MON107,Ụlọ ahụ dị nso n'ahịa.,the price of the product is at home.,general,iterative_back_translation_round_2
MON108,Ọtụtụ mmadụ nọ n'ụlọ.,many people depend on small businesses.,general,iterative_back_translation_round_2
MON109,Akwụkwọ ahụ dị n'elu tebụl.,the students are sitting on the morning.,general,iterative_back_translation_round_2
MON110,Ọ na-ehi ụra ugbu a.,he wants to university.,general,iterative_back_translation_round_2
MON111,Ụbọchị taa dị ọkụ.,it is hot today.,general,iterative_back_translation_round_2
MON112,Ndị enyi ahụ na-akparịta ụka.,the people respect others.,general,iterative_back_translation_round_2
MON113,Ọ zụtara uwe ọhụrụ.,he has a new application.,general,iterative_back_translation_round_2
MON114,Anyị na-echere ụgbọ ala.,we will move forward.,general,iterative_back_translation_round_2
MON115,Ọtụtụ ụmụaka na-egwu bọl.,the children are playing.,general,iterative_back_translation_round_2
MON116,Nne na nna ya nọ n'ụlọ.,the mother is at home.,general,iterative_back_translation_round_2
MON117,A na-anụ egwu n'ebe dị anya.,this place of worship.,general,iterative_back_translation_round_2
MON118,Ọ gara ịzụ nri.,he went to a family.,general,iterative_back_translation_round_2
MON119,Ha biri n'obodo ahụ ogologo oge.,they read the product the product on time.,general,iterative_back_translation_round_2
MON120,Anyị ga-ahụ ibe anyị echi.,we will plant crops tomorrow.,general,iterative_back_translation_round_2
MON121,Gọọmenti na-arụ ọrụ maka ụmụ amaala.,the government works to improve their.,government,iterative_back_translation_round_2
MON122,Ndị obodo chọrọ ezi ọchịchị.,good behavior helps the community.,government,iterative_back_translation_round_2
MON123,A họpụtara onye isi ọhụrụ.,the patient has a new promise.,government,iterative_back_translation_round_2
MON124,Ụlọ ọrụ gọọmenti na-enye ọrụ dị iche iche.,the government provides different services.,government,iterative_back_translation_round_2
MON125,Ndị mmadụ gara votu n'ụbọchị ntuli aka.,people use technology at the market.,government,iterative_back_translation_round_2
MON126,Iwu obodo kwesịrị ichebe ụmụ amaala.,the students are learning new things.,government,iterative_back_translation_round_2
MON127,Gọọmenti kwupụtara atụmatụ ọhụrụ.,the government supports new to new.,government,iterative_back_translation_round_2
MON128,Ndị isi obodo nwere nzukọ.,the community has a community.,government,iterative_back_translation_round_2
MON129,Ụlọ ọgwụ ọha na-enyere ọtụtụ mmadụ aka.,many people help one another.,government,iterative_back_translation_round_2
MON130,Ọrụ gọọmenti chọrọ ndị ọrụ nwere ahụmahụ.,the government provides jobs.,government,iterative_back_translation_round_2
MON131,Ndị mmadụ na-atụ anya mgbanwe dị mma.,people seek is good.,government,iterative_back_translation_round_2
MON132,Onye isi ahụ kwuru okwu n'ihu ọha.,the teacher explained the patient.,government,iterative_back_translation_round_2
MON133,A na-eme nzukọ maka mmepe obodo.,this development.,government,iterative_back_translation_round_2
MON134,Obodo chọrọ ezigbo okporo ụzọ.,good planning.,government,iterative_back_translation_round_2
MON135,Ndị ọrụ na-arụ ọrụ n'ụlọ ọrụ ọha.,the company provides work on time.,government,iterative_back_translation_round_2
MON136,Iwu ọhụrụ malitere ịrụ ọrụ.,the new law came into effect.,government,iterative_back_translation_round_2
MON137,Ndị obodo kwuru echiche ha.,they listen to community.,government,iterative_back_translation_round_2
MON138,Gọọmenti na-akwado agụmakwụkwọ.,the government supports education.,government,iterative_back_translation_round_2
MON139,Ndị ọchịchị kwesịrị ige ntị n'ọnụ ndị mmadụ.,people should listen to the morning.,government,iterative_back_translation_round_2
MON140,Mmepe obodo chọrọ nkwado onye ọ bụla.,the community needs electricity.,government,iterative_back_translation_round_2
MON141,Ahụ ike dị mkpa maka mmadụ niile.,the company is important for community.,health,iterative_back_translation_round_2
MON142,Ọ gara ụlọ ọgwụ n'ụtụtụ.,he went to the morning.,health,iterative_back_translation_round_2
MON143,Dọkịta nyochara onye ọrịa ahụ.,the doctor examines the patient.,health,iterative_back_translation_round_2
MON144,Ọ na-enwe ahụ ọkụ.,he has a fever.,health,iterative_back_translation_round_2
MON145,Ndị mmadụ kwesịrị ịṅụ mmiri zuru oke.,people should use technology responsibly.,health,iterative_back_translation_round_2
MON146,Ịsa aka na-enyere aka igbochi ọrịa.,cleanliness helps prevent germs.,health,iterative_back_translation_round_2
MON147,Ọgwụ ahụ dị n'elu tebụl.,the hospital is nearby.,health,iterative_back_translation_round_2
MON148,Onye ọrịa ahụ na-agbake nke ọma.,the patient is good.,health,iterative_back_translation_round_2
MON149,Dọkịta nyere ya ndụmọdụ.,the doctor gave advice.,health,iterative_back_translation_round_2
MON150,Ezinụlọ ahụ gara ụlọ ọgwụ.,the family went to the hospital.,health,iterative_back_translation_round_2
MON151,Ọ dị mkpa iri nri na-edozi ahụ.,he is important to use public money.,health,iterative_back_translation_round_2
MON152,Ụra zuru oke na-enyere ahụ aka.,the farmer helps the body.,health,iterative_back_translation_round_2
MON153,Ọ na-enwe mgbu n'afọ.,he has pain in his body.,health,iterative_back_translation_round_2
MON154,Nọọsụ nyere onye ọrịa aka.,the patient gave a speech.,health,iterative_back_translation_round_2
MON155,A ga-eme nyocha ahụ echi.,the student is not working.,health,iterative_back_translation_round_2
MON156,Ọrịa nwere ike imetụta ọtụtụ mmadụ.,many people can affect a many people.,health,iterative_back_translation_round_2
MON157,Ọ na-agbaso ndụmọdụ dọkịta.,the doctor tested his advice.,health,iterative_back_translation_round_2
MON158,Ahụ ya adịghị ya mma taa.,the doctor gave him advice.,health,iterative_back_translation_round_2
MON159,A na-enye ụmụaka ọgwụ mgbochi.,children learned about to learn.,health,iterative_back_translation_round_2
MON160,Ịdị ọcha dị mkpa maka ahụ ike.,the family is important for an important for community.,health,iterative_back_translation_round_2
MON161,Ndị mmadụ gara ụlọ ekpere n'ụtụtụ.,people went to the morning.,religion,iterative_back_translation_round_2
MON162,Ọ na-ekpe ekpere kwa ụbọchị.,he uses the day.,religion,iterative_back_translation_round_2
MON163,Ezinụlọ ahụ gara ụka ọnụ.,the family went to the family.,religion,iterative_back_translation_round_2
MON164,Ndị mmadụ na-ekele Chineke maka ndụ.,people speak the program.,religion,iterative_back_translation_round_2
MON165,Onye ụkọchukwu kwuru okwu n'ihu ọha.,the teacher gave in the patient.,religion,iterative_back_translation_round_2
MON166,Ekpere na-enye ọtụtụ mmadụ olileanya.,many people seek a person.,religion,iterative_back_translation_round_2
MON167,Ndị kwere ekwe gbakọtara maka emume.,the children enjoyed to learn.,religion,iterative_back_translation_round_2
MON168,Ọ na-agụ akwụkwọ nsọ n'ụlọ.,he returned home.,religion,iterative_back_translation_round_2
MON169,Ụlọ ekpere ahụ jupụtara na ndị mmadụ.,people read the company has a fever.,religion,iterative_back_translation_round_2
MON170,Ha na-ekpe ekpere maka ezinụlọ ha.,they pray for their family.,religion,iterative_back_translation_round_2
MON171,Ndị mmadụ na-enyere ndị nọ na mkpa aka.,people help one another.,religion,iterative_back_translation_round_2
MON172,Okwukwe bụ ihe dị mkpa nye ọtụtụ mmadụ.,many people is important to use important to many people.,religion,iterative_back_translation_round_2
MON173,Ezinụlọ ahụ na-ekpe ekpere ọnụ.,the family ate together.,religion,iterative_back_translation_round_2
MON174,A na-eme emume okpukpe kwa afọ.,please stand up.,religion,iterative_back_translation_round_2
MON175,Ọ gara n'ụlọ ekpere n'ehihie.,he went to the morning.,religion,iterative_back_translation_round_2
MON176,Ndị mmadụ na-ege ntị n'okwu onye ndu.,the people listened to the speech.,religion,iterative_back_translation_round_2
MON177,Ọtụtụ mmadụ na-achọ udo na olileanya.,many people seek a people.,religion,iterative_back_translation_round_2
MON178,Ha nyere ndị ogbenye nri.,they gave food for the food.,religion,iterative_back_translation_round_2
MON179,Ndị mmadụ gbakọtara n'udo.,people seek peace.,religion,iterative_back_translation_round_2
MON180,Ọ na-akwanyere nkwenkwe ndị ọzọ ùgwù.,he respect others.,religion,iterative_back_translation_round_2
MON181,Kọmputa dị mkpa n'oge a.,this soil is important in a computer.,technology,iterative_back_translation_round_2
MON182,Ọ na-eji ekwentị ya kwa ụbọchị.,he uses the phone.,technology,iterative_back_translation_round_2
MON183,Ịntanetị na-enyere ndị mmadụ aka ịkparịta ụka.,people help one another.,technology,iterative_back_translation_round_2
MON184,Onye mmemme na-ede koodu ọhụrụ.,the programmer writes code.,technology,iterative_back_translation_round_2
MON185,A na-echekwa data n'ime nchekwa kọmputa.,computer database in a database.,technology,iterative_back_translation_round_2
MON186,Ụlọ ọrụ ahụ mepụtara ngwa ọhụrụ.,the company hired a new employee.,technology,iterative_back_translation_round_2
MON187,Ọ na-amụ banyere ọgụgụ isi mmadụ.,he has a person achieve.,technology,iterative_back_translation_round_2
MON188,Ekwentị ahụ nwere batrị ọhụrụ.,the new has a new phone.,technology,iterative_back_translation_round_2
MON189,Ndị ọrụ na-eji ngwanrọ arụ ọrụ.,the igbo people uses work.,technology,iterative_back_translation_round_2
MON190,Teknụzụ na-agbanwe ndụ mmadụ.,people should use technology responsibly.,technology,iterative_back_translation_round_2
MON191,Ọ na-amụta otú e si emepụta weebụsaịtị.,he uses a website website.,technology,iterative_back_translation_round_2
MON192,Kọmputa ahụ anaghị arụ ọrụ nke ọma.,the computer is not working.,technology,iterative_back_translation_round_2
MON193,Onye mmemme chọtara njehie na koodu ahụ.,the programmer fixed the error.,technology,iterative_back_translation_round_2
MON194,A na-eji paswọọdụ echekwa akaụntụ.,this uses a fever.,technology,iterative_back_translation_round_2
MON195,Ọtụtụ mmadụ na-eji ngwa mkpanaka.,many people use music for celebrations.,technology,iterative_back_translation_round_2
MON196,Sistemụ ahụ na-arụ ọrụ ngwa ngwa.,the company pays expenses.,technology,iterative_back_translation_round_2
MON197,A na-eji nchekwa data echekwa ozi.,this data in a database.,technology,iterative_back_translation_round_2
MON198,Ọ mụtara asụsụ mmemme ọhụrụ.,he learned something new.,technology,iterative_back_translation_round_2
MON199,Teknụzụ nwere ike ime ka ọrụ dị mfe.,can affect work.,technology,iterative_back_translation_round_2
MON200,Ndị ọrụ kwesịrị ichekwa ozi nkeonwe ha.,they should work together.,technology,iterative_back_translation_round_2
