id,igbo,english,domain
TEC034,Onye mmemme nyochara koodu ahụ.,The programmer checked the code.,technology
TEC035,Ọ chọtara njehie na koodu ahụ.,He found an error in the code.,technology
TEC036,Njehie ahụ mere ka mmemme kwụsị.,The error caused the program to stop.,technology
TEC037,Onye mmemme meziri njehie ahụ.,The programmer fixed the error.,technology
TEC038,Ịmụ koodu chọrọ oge.,Learning to code takes time.,technology
TEC039,Ọ na-amụ asụsụ mmemme.,He is learning a programming language.,technology
TEC040,Python bụ asụsụ mmemme.,Python is a programming language.,technology
TEC041,Weebụsaịtị na-enye ozi.,A website provides information.,technology
TEC042,Ọ wuru weebụsaịtị.,He built a website.,technology
TEC043,Weebụsaịtị ahụ dị mfe iji.,The website is easy to use.,technology
TEC044,Onye nrụpụta weebụ na-arụ ọrụ na weebụsaịtị.,The web developer works on websites.,technology
TEC045,Ọ na-eji teknụzụ webụ arụ ọrụ.,He works with web technology.,technology
TEC046,Ọ dị mkpa ichekwa data.,It is important to protect data.,technology
TEC047,Data nwere ike ịdị mkpa.,Data can be important.,technology
TEC048,Ọ na-echekwa data n'ime nchekwa.,He stores data in a database.,technology
TEC049,Ebe nchekwa data nwere ọtụtụ ozi.,The database contains a lot of information.,technology
TEC050,Onye nchịkwa na-elekọta nchekwa data.,The administrator manages the database.,technology
TEC051,Paswọọdụ na-echekwa akaụntụ.,A password protects an account.,technology
TEC052,Ọ mepụtara paswọọdụ siri ike.,He created a strong password.,technology
TEC053,Ọ dị mkpa izobe paswọọdụ.,It is important to keep a password secret.,technology
TEC054,Nchekwa ịntanetị dị mkpa.,Internet security is important.,technology
TEC055,Nje kọmputa nwere ike imebi data.,Computer viruses can damage data.,technology
TEC056,Ngwanrọ nchebe na-echebe kọmputa.,Security software protects computers.,technology
TEC057,Ọ wụnyere ngwanrọ nchebe.,He installed security software.,technology
TEC058,Ọ dị mkpa imelite ngwanrọ.,It is important to update software.,technology
TEC059,Mmelite ahụ meziri nsogbu ahụ.,The update fixed the problem.,technology
TEC060,Ọ na-echekwa faịlụ ya.,He backs up his files.,technology
TEC061,Faịlụ ahụ dị na kọmputa.,The file is on the computer.,technology
TEC062,Ọ mepere faịlụ ahụ.,He opened the file.,technology
TEC063,Ọ chekwaara akwụkwọ ahụ.,He saved the document.,technology
TEC064,Ọ zipụrụ faịlụ ahụ.,He sent the file.,technology
TEC065,Ọ natara faịlụ ahụ.,He received the file.,technology
TEC066,Email na-enyere ndị mmadụ izipu ozi.,Email helps people send messages.,technology
TEC067,Ọ zitere email n'ụtụtụ.,He sent an email in the morning.,technology
TEC068,Ọ natara email ọhụrụ.,He received a new email.,technology
TEC069,Ọ zara email ahụ.,He replied to the email.,technology
TEC070,Ọ na-eji vidio akparịta ụka.,He uses video to communicate.,technology
TEC071,Nzukọ n'ịntanetị na-ewu ewu.,Online meetings are popular.,technology
TEC072,Ha mere nzukọ n'ịntanetị.,They held an online meeting.,technology
TEC073,Igwefoto ahụ anaghị arụ ọrụ.,The camera is not working.,technology
TEC074,Igwe okwu ahụ dị mma.,The microphone is good.,technology
TEC075,Ọ na-eji teknụzụ eme mmụta.,He uses technology for learning.,technology
TEC076,Ụmụ akwụkwọ na-eji kọmputa amụ ihe.,Students use computers to learn.,technology
TEC077,Ọmụmụ ihe n'ịntanetị na-enyere ụmụ akwụkwọ aka.,Online learning helps students.,technology
TEC078,Ụzụ na-agbanwe ụwa.,Technology is changing the world.,technology
TEC079,Ụzụ na-eme ka ọrụ dị mfe.,Technology makes work easier.,technology
TEC080,Ụfọdụ ọrụ na-eji igwe eme ihe.,Some jobs use machines.,technology
TEC081,Igwè nwere ike ịrụ ọrụ ngwa ngwa.,Machines can work quickly.,technology
TEC082,Robot nwere ike ịrụ ụfọdụ ọrụ.,A robot can perform some tasks.,technology
TEC083,Ọmụmụ igwe bụ akụkụ nke ọgụgụ isi mmadụ.,Machine learning is part of artificial intelligence.,technology
TEC084,Ọgụgụ isi mmadụ na-eji data amụta ihe.,Artificial intelligence learns from data.,technology
TEC085,Ndị nyocha na-amụ ọgụgụ isi mmadụ.,Researchers study artificial intelligence.,technology
TEC086,Ụzụ ọhụrụ na-apụta kwa afọ.,New technology appears every year.,technology
TEC087,Ndị mmadụ na-anabata teknụzụ ọhụrụ.,People adopt new technology.,technology
TEC088,Ọ dị mkpa ịmụta nkà ọhụrụ.,It is important to learn new skills.,technology
TEC089,Nkà kọmputa na-enyere mmadụ aka ịchọta ọrụ.,Computer skills help a person find a job.,technology
TEC090,Ọ na-amụ nkà dijitalụ.,He is learning digital skills.,technology
TEC091,Ụlọ ọrụ ahụ na-eji usoro dijitalụ.,The company uses digital systems.,technology
TEC092,Usoro ahụ na-eme ka ọrụ dị ngwa.,The system makes work faster.,technology
TEC093,Onye ọrụ nyochara usoro ahụ.,The worker checked the system.,technology
TEC094,Usoro ahụ nwere nsogbu.,The system has a problem.,technology
TEC095,Onye injinia meziri usoro ahụ.,The engineer repaired the system.,technology
TEC096,Ọ dị mkpa iji teknụzụ mee ihe nke ọma.,It is important to use technology properly.,technology
TEC097,Ụzụ nwere uru na ọghọm.,Technology has advantages and disadvantages.,technology
TEC098,Ndị mmadụ kwesịrị iji teknụzụ mee ihe n'ụzọ ziri ezi.,People should use technology responsibly.,technology
TEC099,Ụzụ na-enyere mmepe obodo aka.,Technology helps community development.,technology
TEC100,Ọdịnihu ga-adabere n'ụzụ.,The future will depend on technology.,technology
