id,igbo,english,domain
AGR038,Onye ahịa zụtara akpa osikapa.,The customer bought a bag of rice.,agriculture
AGR039,Akpa ọka ahụ dị arọ.,That bag of maize is heavy.,agriculture
AGR040,Anyị chọrọ ịzụtakwu nri.,We want to buy more food.,agriculture
AGR041,Mmiri dị mkpa maka ihe ọkụkụ.,Water is important for crops.,agriculture
AGR042,Osisi chọrọ ìhè anyanwụ.,Plants need sunlight.,agriculture
AGR043,Ahịhịa na-eto ngwa ngwa.,Grass grows quickly.,agriculture
AGR044,Ha wepụrụ ahịhịa n'ubi.,They removed weeds from the farm.,agriculture
AGR045,Ahịhịa na-emebi ihe ọkụkụ.,Weeds damage crops.,agriculture
AGR046,Onye ọrụ ugbo na-asacha ubi.,The farmer clears the farm.,agriculture
AGR047,Ha ji fatịlaịza mee ka ala dị mma.,They used fertilizer to improve the soil.,agriculture
AGR048,Ala a dị mma maka ịkụ ihe.,This soil is good for planting.,agriculture
AGR049,Ala kpọrọ nkụ anaghị enyere ihe ọkụkụ aka.,Dry soil does not help crops.,agriculture
AGR050,Mmiri ozuzo na-enyere ndị ọrụ ugbo aka.,Rain helps farmers.,agriculture
AGR051,Oké mmiri ozuzo nwere ike imebi ihe ubi.,Heavy rain can damage crops.,agriculture
AGR052,Anwụ na-enyere ihe ọkụkụ aka ito.,Sunlight helps crops grow.,agriculture
AGR053,Ọdachi na-emebi ubi.,Disasters damage farms.,agriculture
AGR054,Ọrịa nwere ike imerụ ihe ọkụkụ.,Diseases can harm crops.,agriculture
AGR055,Onye ọrụ ugbo na-achọpụta ọrịa n'osisi.,The farmer detects disease in the plants.,agriculture
AGR056,Ha ji ọgwụ chebe ihe ọkụkụ.,They used chemicals to protect the crops.,agriculture
AGR057,Ọ dị mkpa ịchekwa mkpụrụ.,It is important to save seeds.,agriculture
AGR058,Onye ọrụ ugbo debere mkpụrụ n'ebe nchekwa.,The farmer stored the seeds in a safe place.,agriculture
AGR059,Ha na-echekwa ihe ubi n'ụlọ nkwakọba ihe.,They store the harvest in a warehouse.,agriculture
AGR060,Ụlọ nkwakọba ihe ahụ jupụtara n'ọka.,The warehouse is full of maize.,agriculture
AGR061,Ọrụ ugbo na-enye ọtụtụ mmadụ ọrụ.,Agriculture provides jobs for many people.,agriculture
AGR062,Ndị ọrụ ugbo na-enye obodo nri.,Farmers provide food for the community.,agriculture
AGR063,Ọtụtụ ezinụlọ na-adabere n'ọrụ ugbo.,Many families depend on farming.,agriculture
AGR064,Ọrụ ugbo bụ isi iyi nke ego.,Farming is a source of income.,agriculture
AGR065,Anyị kwesịrị ịkwado ndị ọrụ ugbo.,We should support farmers.,agriculture
AGR066,Gọọmenti nyere ndị ọrụ ugbo mkpụrụ.,The government gave farmers seeds.,agriculture
AGR067,Ha nwetara ngwá ọrụ ugbo ọhụrụ.,They received new farming equipment.,agriculture
AGR068,Traktọ na-enyere ndị ọrụ ugbo aka.,A tractor helps farmers.,agriculture
AGR069,Onye ọrụ ugbo zụtara traktọ.,The farmer bought a tractor.,agriculture
AGR070,Traktọ ahụ na-akọ ala.,The tractor ploughs the land.,agriculture
AGR071,Ha ji igwe ewe ihe ubi.,They used a machine to harvest the crops.,agriculture
AGR072,Ngwá ọrụ kwesịrị ịdị mma.,Equipment should be in good condition.,agriculture
AGR073,Onye ọrụ ugbo rụziri igwe ya.,The farmer repaired his machine.,agriculture
AGR074,Ọzụzụ na-enyere ndị ọrụ ugbo aka.,Training helps farmers.,agriculture
AGR075,Onye ọrụ ugbo gara ọzụzụ.,The farmer attended training.,agriculture
AGR076,Ha mụtara ụzọ ọhụrụ e si akụ ihe.,They learned new methods of planting.,agriculture
AGR077,Ụzọ ọgbara ọhụrụ na-eme ka ọrụ ugbo dị mfe.,Modern methods make farming easier.,agriculture
AGR078,Ịkụ ihe n'ụzọ ziri ezi na-abawanye ihe ubi.,Proper planting increases the harvest.,agriculture
AGR079,Ha na-akụ mkpụrụ n'ahịrị.,They plant seeds in rows.,agriculture
AGR080,Onye ọrụ ugbo tụrụ oghere maka mkpụrụ.,The farmer measured holes for the seeds.,agriculture
AGR081,Ọrụ ugbo chọrọ ezigbo atụmatụ.,Farming requires good planning.,agriculture
AGR082,Anyị haziri ọrụ ubi nke ọma.,We organized the farm work well.,agriculture
AGR083,Ha malitere ịrụ ọrụ n'isi ụtụtụ.,They started working early in the morning.,agriculture
AGR084,Onye ọrụ ugbo laghachiri n'ụlọ mgbe anyanwụ dara.,The farmer returned home after sunset.,agriculture
AGR085,Ụmụaka nyere nne na nna ha aka n'ubi.,The children helped their parents on the farm.,agriculture
AGR086,Ezinụlọ ahụ na-arụ ọrụ ọnụ.,The family works together.,agriculture
AGR087,Ndị agbata obi nyere onye ọrụ ugbo aka.,The neighbors helped the farmer.,agriculture
AGR088,Ha rụchara ọrụ ubi tupu mmiri amalite.,They finished the farm work before the rain started.,agriculture
AGR089,Onye ọrụ ugbo nwere ahụmahụ.,The farmer has experience.,agriculture
AGR090,Ahụmahụ na-enyere onye ọrụ ugbo aka.,Experience helps the farmer.,agriculture
AGR091,Ọrụ ugbo nwere ihe ịma aka.,Farming has challenges.,agriculture
AGR092,Ndị ọrụ ugbo na-eche ihu mgbanwe ihu igwe.,Farmers face climate change.,agriculture
AGR093,Ụkọ mmiri na-emetụta ọrụ ugbo.,Water shortage affects agriculture.,agriculture
AGR094,Ọ dị mkpa iji mmiri mee ihe nke ọma.,It is important to use water wisely.,agriculture
AGR095,Ha na-agba mmiri n'oge ọkọchị.,They irrigate during the dry season.,agriculture
AGR096,Ịgba mmiri na-enyere ihe ọkụkụ aka.,Irrigation helps crops.,agriculture
AGR097,Onye ọrụ ugbo na-elekọta ubi ya kwa ụbọchị.,The farmer takes care of his farm every day.,agriculture
AGR098,Anyị na-atụ anya ezigbo owuwe ihe ubi.,We expect a good harvest.,agriculture
AGR099,Ọrụ ugbo na-enyere obodo aka ito eto.,Agriculture helps the community develop.,agriculture
AGR100,Ndị ọrụ ugbo bụ akụkụ dị mkpa nke obodo.,Farmers are an important part of the community.,agriculture
