id,igbo,english,domain,source
R1_00085,"Mba, enweghị m oge.","No, I do not have time.",general,original_parallel
R1_00086,Ndị nne na nna na-akwado agụmakwụkwọ.,Parents support education.,education,original_parallel
R1_00087,Ọ dị mkpa izere nrụgide dị ukwuu.,It is important to avoid too much stress.,health,original_parallel
R1_00088,Ọka toro nke ọma.,The maize grew well.,agriculture,original_parallel
R1_00089,Ụlọ ahịa ahụ mechiri n'abalị.,The shop closed at night.,business,original_parallel
R1_00090,Gịnị ka ị chọrọ?,What do you want?,daily_conversation,original_parallel
R1_00091,Ọ na-aga ebe ofufe kwa izu.,He goes to a place of worship every week.,religion,original_parallel
R1_00092,Ụra zuru oke dị mkpa.,Adequate sleep is important.,health,original_parallel
R1_00093,Onye ọrụ ugbo na-asacha ubi.,The farmer clears the farm.,agriculture,original_parallel
R1_00094,Ọrịa ahụ malitere n'ụtụtụ.,The illness started in the morning.,health,original_parallel
R1_00095,"Ee, enwere m oge.","Yes, I have time.",daily_conversation,original_parallel
R1_00096,Ọ na-amụ mmemme kọmputa.,He studies computer programming.,technology,original_parallel
R1_00097,Azụmahịa ọma chọrọ atụmatụ siri ike.,business requires good planning.,business,iterative_back_translation_round_1
R1_00098,Kedu ka ị mere?,How are you?,daily_conversation,original_parallel
R1_00099,Akụkọ ihe mere eme na-akụziri anyị ihe.,History teaches us lessons.,culture,original_parallel
R1_00100,Ha chọtara ngwọta maka nsogbu ahụ.,They found a solution to the problem.,business,original_parallel
R1_00101,Jisie ike.,Take care.,daily_conversation,original_parallel
R1_00102,Onye ọrụ zara ajụjụ onye ahịa.,The employee answered the customer's question.,business,original_parallel
R1_00103,Ọ dịghị ihe.,It is nothing.,daily_conversation,original_parallel
R1_00104,Ịmụ ihe dị mkpa.,Learning is important.,general,original_parallel
R1_00105,Ọrụ na-enyere ezinụlọ aka.,Jobs help families.,government,original_parallel
R1_00106,Onye ọ bụla kwesịrị ịkwanyere iwu ùgwù.,Everyone should respect the law.,government,original_parallel
R1_00107,Nri dị njikere.,The food is ready.,general,original_parallel
R1_00108,Ndị isi kwesịrị ịrụ ọrụ maka ndị mmadụ.,Leaders should work for the people.,government,original_parallel
R1_00109,Ezi omume na-enyere obodo aka.,Good behavior helps the community.,religion,original_parallel
R1_00110,Ọ dị mkpa ịchọ enyemaka n'oge.,It is important to seek help early.,health,original_parallel
R1_00111,Ọ dị mkpa ibi ndụ n'udo.,It is important to live in peace.,religion,original_parallel
R1_00112,Ọtụtụ ndị mmadụ na-adabere n'ọrụ ugbo.,many people depend on farming.,agriculture,iterative_back_translation_round_1
R1_00113,Nghọta dị mkpa na ọchịchị.,Transparency is important in governance.,government,original_parallel
R1_00114,Kpọọ m mgbe ị rutere.,Call me when you arrive.,daily_conversation,original_parallel
R1_00115,Ndị obodo na-echekwa ebe akụkọ ihe mere eme.,The community preserves historical places.,culture,original_parallel
R1_00116,Ọgụgụ isi mmadụ na-eji data amụta ihe.,Artificial intelligence learns from data.,technology,original_parallel
R1_00117,Biko kwuo ya ọzọ.,Please say it again.,daily_conversation,original_parallel
R1_00118,Iwu ọhụrụ ahụ malitere ịrụ ọrụ.,The new law came into effect.,government,original_parallel
R1_00119,Nwa akwụkwọ ahụ hụrụ sayensị n'anya.,The student likes science.,education,original_parallel
R1_00120,Gọọmenti na-eme mkpọsa ahụike.,The government conducts health campaigns.,government,original_parallel
R1_00121,Ha kụrụ ọka.,They planted maize.,agriculture,original_parallel
R1_00122,Ndị nwoke yi uwe ọdịnala.,The men wore traditional clothes.,culture,original_parallel
R1_00123,Okpukpe na-akụzi udo.,Religion teaches peace.,religion,original_parallel
R1_00124,Ọ chọrọ ịga mahadum n'ọdịnihu.,he wants to go to university.,education,iterative_back_translation_round_1
R1_00125,Nwa akwụkwọ ahụ nwetara akara dị elu.,The student got a high mark.,education,original_parallel
R1_00126,Ezinụlọ ahụ riri nri ọnụ.,The family ate together.,culture,original_parallel
R1_00127,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.,The students study at home.,education,original_parallel
R1_00128,Ha na-elekọta anụ ụlọ nke ọma.,They take good care of the livestock.,agriculture,original_parallel
R1_00129,Kedu aha gị?,What is your name?,daily_conversation,original_parallel
R1_00130,Ha na-ere nri n'ahịa.,They sell food at the market.,business,original_parallel
R1_00131,Ndị mmadụ na-eji akwa eme emume.,People wear traditional clothing for celebrations.,culture,original_parallel
R1_00132,Onye ọrịa nwere ahụ ọkụ.,The patient has a fever.,health,original_parallel
R1_00133,Dọkịta na-enyocha onye ọrịa.,The doctor examines the patient.,health,original_parallel
R1_00134,Nne na-elekọta nwa ya.,The mother takes care of her child.,health,original_parallel
R1_00135,Ka anyị hụ ọzọ.,See you again.,daily_conversation,original_parallel
R1_00136,"Ee, enwere m oge.","yes, i have time.",daily_conversation,iterative_back_translation_round_1
R1_00137,Achọrọ m ịṅụ mmiri.,I want to drink water.,general,original_parallel
R1_00138,Ịchekwa ahụike bụ ọrụ onye ọ bụla.,Protecting health is everyone's responsibility.,health,original_parallel
R1_00139,Ọ dị mma.,It is okay.,daily_conversation,original_parallel
R1_00140,Onye isi obodo nwere ọrụ dị mkpa.,The community leader has an important responsibility.,government,original_parallel
R1_00141,Ụmụ akwụkwọ na-amụ banyere omenala ha.,Students study their culture.,culture,original_parallel
R1_00142,Anyị zutere taa.,We met today.,general,original_parallel
R1_00143,Bilie.,Stand up.,general,original_parallel
R1_00144,Ọ na-enwe ihe mgbu n'afọ.,He has stomach pain.,health,original_parallel
R1_00145,Ọbá akwụkwọ ahụ nwere ọtụtụ akwụkwọ.,The library has many books.,education,original_parallel
R1_00146,Ịgba mmiri na-enyere ihe ọkụkụ aka.,Irrigation helps crops.,agriculture,original_parallel
R1_00147,Ezinụlọ ahụ mere emume ọnụ.,The family celebrated together.,religion,original_parallel
R1_00148,Onye ọrụ ahụ nwetara ọrụ ahụ.,The employee got the job.,business,original_parallel
R1_00149,Ha kwụrụ ụgwọ ụlọ.,They paid the rent.,business,original_parallel
R1_00150,Ụmụ akwụkwọ na-arụkọ ọrụ ọnụ.,The students work together.,education,original_parallel
R1_00151,Ha bufere ngwaahịa ahụ n'ụlọ ahịa.,They transported the product to the shop.,business,original_parallel
R1_00152,Akwụkwọ ahụ nwere ọtụtụ nkuzi.,The book contains many teachings.,religion,original_parallel
R1_00153,Ndị egwu na-akpọ ngwá egwu.,The musicians play musical instruments.,culture,original_parallel
R1_00154,Nri ahụ na-atọ ụtọ.,The food is delicious.,culture,original_parallel
R1_00155,Ọmụmụ omenala na-enyere ụmụaka aka.,Learning about culture helps children.,culture,original_parallel
R1_00156,Onye ọrụ ugbo na-azụ ewu.,The farmer raises goats.,agriculture,original_parallel
R1_00157,Emume ahụ mere n'obodo.,The celebration took place in the town.,culture,original_parallel
R1_00158,Ndị mmadụ na-akwanyere nkwenkwe ibe ha ùgwù.,People respect one another's beliefs.,religion,original_parallel
R1_00159,Ọdachi na-emebi ubi.,Disasters damage farms.,agriculture,original_parallel
R1_00160,Onye ọrụ ugbo na-elekọta ubi ya kwa ụbọchị.,The farmer takes care of his farm every day.,agriculture,original_parallel
R1_00161,Ọ dị mkpa ịṅụ mmiri zuru oke.,It is important to drink enough water.,health,original_parallel
R1_00162,Ndị mmadụ na-achọ akwụkwọ dị mkpa.,People seek important documents.,government,original_parallel
R1_00163,Nri dị mma na-enyere ahụike aka.,Healthy food helps health.,health,original_parallel
R1_00164,"Mba, agaghị m abịa.","No, I will not come.",daily_conversation,original_parallel
R1_00165,Ịkekọrịta nri na-eme ka ndị mmadụ dịrị n'otu.,Sharing food brings people together.,culture,original_parallel
R1_00166,Ụlọ ọrụ ahụ goro onye ọrụ ọhụrụ.,The company hired a new employee.,business,original_parallel
R1_00167,Ọ chọrọ ịghọ onye nkuzi.,He wants to become a teacher.,education,original_parallel
R1_00168,Ọrụ ahụ ka na-aga n'ihu.,The work is still continuing.,government,original_parallel
R1_00169,A chọrọ m nri.,I want food.,daily_conversation,original_parallel
R1_00170,Ọ wepụtara ego n'ụlọ akụ.,He withdrew money from the bank.,business,original_parallel
R1_00171,Anyị na-atụ anya ezigbo owuwe ihe ubi.,We expect a good harvest.,agriculture,original_parallel
R1_00172,Ọnụ ahịa ngwaahịa ahụ dị ala.,The price of the product is low.,business,original_parallel
R1_00173,Aga m ụlọ akwụkwọ.,I am going to school.,daily_conversation,original_parallel
R1_00174,Ụlọ ọrụ ahụ na-ere ngwaahịa.,The company sells products.,business,original_parallel
R1_00175,Lee nke a.,Look at this.,general,original_parallel
R1_00176,Onye ahịa jiri ego kwụọ ụgwọ.,The customer paid with cash.,business,original_parallel
R1_00177,Ọ na-amụ maka ule ya.,He is studying for his examination.,education,original_parallel
R1_00178,Ana m ebi n'obodo a.,I live in this town.,daily_conversation,original_parallel
R1_00179,Ọ naghị aṅụ ọgwụ ya mgbe niile.,He does not always take his medicine.,health,original_parallel
R1_00180,Ha na-ekpe ekpere maka ezinụlọ ha.,They pray for their family.,religion,original_parallel
R1_00181,Ịṅụ mmanya na-aba n'anya nwere ike imerụ ahụike.,Drinking alcohol can harm health.,health,original_parallel
R1_00182,Ha wepụrụ ahịhịa n'ubi.,They removed weeds from the farm.,agriculture,original_parallel
R1_00183,Oké mmiri ozuzo nwere ike imebi ihe ubi.,Heavy rain can damage crops.,agriculture,original_parallel
R1_00184,Ahụike uche dịkwa mkpa.,Mental health is also important.,health,original_parallel
R1_00185,Nwa akwụkwọ ahụ na-akwadebe maka ule.,The student is preparing for an examination.,education,original_parallel
R1_00186,Akpa ọka ahụ dị arọ.,That bag of maize is heavy.,agriculture,original_parallel
R1_00187,Ngwa kọmputa na-enyere ndị ọrụ aka.,Computer software helps workers.,technology,original_parallel
R1_00188,Anyị kwesịrị iri nri na-edozi ahụ.,We should eat nutritious food.,health,original_parallel
R1_00189,Mechie ụzọ.,Close the door.,general,original_parallel
R1_00190,Ndị obodo kwadebere ebe ahụ.,The community prepared the place.,religion,original_parallel
R1_00191,Nsonaazụ nyocha ahụ dị mma.,The test result is good.,health,original_parallel
R1_00192,Ha nwere okwukwe.,They have faith.,religion,original_parallel
R1_00193,Azịza ya dị mfe.,The answer is easy.,daily_conversation,original_parallel
R1_00194,Ọrụ ugbo bụ ọrụ dị mkpa.,Farming is an important occupation.,agriculture,original_parallel
R1_00195,Ndị mmadụ na-achọ udo.,People seek peace.,religion,original_parallel
R1_00196,Ọdịnala bụ akụkụ dị mkpa nke ndụ ndị Igbo.,Tradition is an important part of Igbo life.,culture,original_parallel
R1_00197,Anyị kwesịrị ịrụkọ ọrụ ọnụ.,We should work together.,general,original_parallel
R1_00198,Ụmụ akwụkwọ nọ na klaasị.,The students are in the classroom.,education,original_parallel
R1_00199,Ị na-eme gịnị?,What are you doing?,general,original_parallel
R1_00200,Okpukpe bụ akụkụ nke ndụ ọtụtụ mmadụ.,Religion is part of the lives of many people.,religion,original_parallel
R1_00201,Ngwa ahụ na-enyere ndị mmadụ aka.,The application helps people.,technology,original_parallel
R1_00202,Nrụgide nwere ike imetụta ahụ na uche.,Stress can affect the body and mind.,health,original_parallel
R1_00203,Abịala ebe a.,Come here.,general,original_parallel
R1_00204,Ka anyị kwuo okwu.,Let us talk.,daily_conversation,original_parallel
R1_00205,Ezinụlọ na-elekọta onye ọrịa.,The family takes care of the patient.,health,original_parallel
R1_00206,Ọtụtụ ndị mmadụ bịara emume ahụ.,Many people came to the celebration.,culture,original_parallel
R1_00207,Onye ka ị na-achọ?,Who are you looking for?,general,original_parallel
R1_00208,Onye ụkọchukwu kọrọ ozi ọma.,The priest delivered a sermon.,religion,original_parallel
R1_00209,Ndị Igbo nwere ọtụtụ omenala.,The Igbo people have many traditions.,culture,original_parallel
R1_00210,Gọọmenti malitere mmemme ọzụzụ.,The government started a training program.,government,original_parallel
R1_00211,Ụfọdụ omenala ka dị ndụ taa.,Some traditions are still alive today.,culture,original_parallel
R1_00212,Python bụ asụsụ mmemme.,Python is a programming language.,technology,original_parallel
R1_00213,Nwa akwụkwọ ahụ gafere ule ahụ.,The student passed the examination.,education,original_parallel
R1_00214,Ndị ọrụ ugbo bụ akụkụ dị mkpa nke obodo.,Farmers are an important part of the community.,agriculture,original_parallel
R1_00215,Ụmụaka chọrọ nlekọta pụrụ iche.,Children need special care.,health,original_parallel
R1_00216,Nlekọta ahụike na-enyere ndị mmadụ aka ibi ndụ ogologo.,Healthcare helps people live longer lives.,health,original_parallel
R1_00217,Ụmụaka kwesịrị iri nri dị mma.,Children should eat healthy food.,health,original_parallel
R1_00218,Onye ọrịa gara ụlọ ọgwụ n'oge.,The patient went to the hospital early.,health,original_parallel
R1_00219,Ọ laghachiri akwụkwọ ahụ.,He returned the book.,education,original_parallel
R1_00220,Obere azụmahịa na-enyere ezinụlọ aka.,Small businesses help families.,business,original_parallel
R1_00221,Onye isi ahụ kwere nkwa.,The leader made a promise.,government,original_parallel
R1_00222,Ụmụaka na-amụta omenala n'aka ndị okenye.,Children learn traditions from elders.,culture,original_parallel
R1_00223,Ha malitere ọrụ ahụ.,They started the work.,government,original_parallel
R1_00224,Mkpọsa ahụike na-enye ozi dị mkpa.,Health campaigns provide important information.,government,original_parallel
R1_00225,Ọ na-arụ ọrụ nwa oge.,He works part time.,business,original_parallel
R1_00226,Ọ na-enweta nkasi obi n'oge nsogbu.,He finds comfort during difficult times.,religion,original_parallel
R1_00227,Ị nwere ike ịgwa m?,Can you tell me?,general,original_parallel
R1_00228,Faịlụ ahụ dị na kọmputa.,The file is on the computer.,technology,original_parallel
R1_00229,Mmega ahụ na-eme ka ahụ sie ike.,Exercise makes the body strong.,health,original_parallel
R1_00230,Gọọmenti na-echekwa gburugburu ebe obibi.,The government protects the environment.,government,original_parallel
R1_00231,Ana m ehi ụra.,I am sleeping.,general,original_parallel
R1_00232,Ha chọrọ ime ka ọrụ ha ka mma.,They want to improve their service.,business,original_parallel
R1_00233,Ọrụ ugbo chọrọ ezigbo atụmatụ.,Farming requires good planning.,agriculture,original_parallel
R1_00234,Ọ na-ehi ụra awa asatọ kwa abalị.,He sleeps for eight hours every night.,health,original_parallel
R1_00235,Dọkịta gwara ya ka ọ zuru ike.,The doctor told him to rest.,health,original_parallel
R1_00236,Ọrịa nwere ike imerụ ihe ọkụkụ.,Diseases can harm crops.,agriculture,original_parallel
R1_00237,Obodo dị iche iche nwere omenala dị iche iche.,Different communities have different cultures.,culture,original_parallel
R1_00238,Ọmụmụ ihe dị mkpa.,Learning is important.,education,original_parallel
R1_00239,Biko bilie.,Please stand up.,daily_conversation,original_parallel
R1_00240,Ọ gara ụlọ ọrụ gọọmenti.,He went to a government office.,government,original_parallel
R1_00241,Ụmụ akwụkwọ gere onye nkuzi ntị.,The students listened to the teacher.,education,original_parallel
R1_00242,Ọnụ ahịa ahụ gbanwere.,The price changed.,business,original_parallel
R1_00243,Onye nduzi gụrụ akụkụ akwụkwọ nsọ.,The leader read a passage from the holy book.,religion,original_parallel
R1_00244,Gọọmenti na-eji ego ọha arụ ọrụ.,The government uses public money for projects.,government,original_parallel
R1_00245,Ana m achọ enyi m.,I am looking for my friend.,general,original_parallel
R1_00246,Ụmụaka nwere ọṅụ n'emume ahụ.,The children enjoyed the celebration.,religion,original_parallel
R1_00247,Onye ọrụ ugbo rere ihe ubi ya.,The farmer sold his harvest.,agriculture,original_parallel
R1_00248,Anaghị m enwe ahụ ike.,I am not feeling well.,daily_conversation,original_parallel
R1_00249,Dọkịta nyochara ọbara ya.,The doctor tested his blood.,health,original_parallel
R1_00250,Onye ọrịa kọwara ihe mgbaàmà ya.,The patient described his symptoms.,health,original_parallel
R1_00251,Ezinụlọ na-aga ofufe ọnụ.,The family goes to worship together.,religion,original_parallel
R1_00252,Onye ọrụ ugbo tụrụ oghere maka mkpụrụ.,The farmer measured holes for the seeds.,agriculture,original_parallel
R1_00253,Ụlọ nkwakọba ihe ahụ jupụtara n'ọka.,The warehouse is full of maize.,agriculture,original_parallel
R1_00254,Ụlọ ọrụ ahụ na-enye ọrụ ọha.,The office provides public services.,government,original_parallel
R1_00255,Obodo ahụ nwere akụkọ ogologo.,The town has a long history.,culture,original_parallel
R1_00256,"Mba, achọghị m enyemaka.","No, I do not need help.",daily_conversation,original_parallel
R1_00257,Nwa akwụkwọ ahụ na-amụ sayensị kọmputa.,The student studies computer science.,education,original_parallel
R1_00258,Ụlọ ọrụ ahụ mepere alaka ọhụrụ.,The company opened a new branch.,business,original_parallel
R1_00259,Ịrụkọ ọrụ ọnụ na-eweta mmepe.,Working together brings development.,government,original_parallel
R1_00260,Ọ na-eji ekwentị ya kwa ụbọchị.,he uses the phone.,technology,iterative_back_translation_round_1
R1_00261,Ekwentị ahụ nwere igwefoto.,The phone has a camera.,technology,original_parallel
R1_00262,Ọ natara email ọhụrụ.,He received a new email.,technology,original_parallel
R1_00263,Ọ dị mkpa idobe gburugburu ebe obibi ọcha.,It is important to keep the environment clean.,health,original_parallel
R1_00264,Ọ na-enyere ndị ọzọ aka mgbe niile.,He always helps others.,religion,original_parallel
R1_00265,Egwu ahụ na-atọ ụtọ.,The music is enjoyable.,culture,original_parallel
R1_00266,Adị m mma.,I am fine.,daily_conversation,original_parallel
R1_00267,Onye ọrụ ugbo na-arụsi ọrụ ike.,The farmer works hard.,agriculture,original_parallel
R1_00268,Ụzọ ọma na-enyere njem aka.,Good roads help transportation.,government,original_parallel
R1_00269,Agụmakwụkwọ na-enyere obodo aka ito eto.,Education helps a community develop.,government,original_parallel
R1_00270,Aga m abịa echi.,I will come tomorrow.,daily_conversation,original_parallel
R1_00271,Ọ dị m mma.,I am well.,daily_conversation,original_parallel
R1_00272,Ule ahụ ga-amalite echi.,The examination will begin tomorrow.,education,original_parallel
R1_00273,Ọtụtụ ọrịa na-agbasa site na nje.,Many diseases spread through germs.,health,original_parallel
R1_00274,Mmiri dị ọcha dị mkpa.,Clean water is important.,government,original_parallel
R1_00275,Onye nrụpụta weebụ na-arụ ọrụ na weebụsaịtị.,The web developer works on websites.,technology,original_parallel
R1_00276,Akụkọ ihe mere eme bụ isiokwu dị mkpa.,History is an important subject.,education,original_parallel
R1_00277,Azụmahịa ahụ toro ngwa ngwa.,The business grew quickly.,business,original_parallel
R1_00278,Ònye kpọrọ gị?,Who called you?,daily_conversation,original_parallel
R1_00279,Ha chọrọ ịbawanye uru.,They want to increase profit.,business,original_parallel
R1_00280,Nwa ahụ nwetara ọgwụ mgbochi ọrịa.,The child received a vaccination.,health,original_parallel
R1_00281,Onye mebiri iwu nwere ike ịta ahụhụ.,A person who breaks the law may be punished.,government,original_parallel
R1_00282,Dọkịta nyere ya ọgwụ maka ụkwara.,The doctor gave him medicine for the cough.,health,original_parallel
R1_00283,Ụmụaka na-egwu egwu.,The children are playing.,general,original_parallel
R1_00284,Ezinụlọ ya na-akwado ya.,His family supports him.,religion,original_parallel
R1_00285,Ndị Igbo na-asọpụrụ ndị nna nna ha.,The Igbo people respect their ancestors.,culture,original_parallel
R1_00286,Ndị mmadụ na-asụ asụsụ dị iche iche.,People speak different languages.,culture,original_parallel
R1_00287,Anyị ga-akụ ihe ọkụkụ echi.,We will plant crops tomorrow.,agriculture,original_parallel
R1_00288,Ezinụlọ bụ isi obodo.,The family is the foundation of the community.,culture,original_parallel
R1_00289,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.,The teacher sent learning materials online.,education,original_parallel
R1_00290,Nchekwa ịntanetị dị mkpa.,Internet security is important.,technology,original_parallel
R1_00291,Ọ na-echekwa faịlụ ya.,He backs up his files.,technology,original_parallel
R1_00292,Ahụmahụ na-enyere onye ọrụ ugbo aka.,Experience helps the farmer.,agriculture,original_parallel
